Generator,category,region
4_Mcindoes,Hydro:Hydro,NE
4_Mitchell Dam,Hydro:Hydro,SE
4_Moline_HY,Hydro:Hydro,MISO
4_Mountain Island,Hydro:Hydro,SE
4_Niagara Mill,Hydro:Hydro,MISO
4_Oahe,Hydro:Hydro,SPP
4_Ohio Falls,Hydro:Hydro,SE
4_Oliver Dam,Hydro:Hydro,SE
4_Osage Dam,Hydro:Hydro,MISO
4_Ozark,Hydro:Hydro,SPP
4_Ozark Beach,Hydro:Hydro,SPP
4_Pensacola,Hydro:Hydro,SPP
4_Pine Falls,Hydro:Hydro,CAN
4_Pointe du Bois,Hydro:Hydro,CAN
4_Proctor,Hydro:Hydro,NE
4_Richard B Russell,Hydro:Hydro,SE
4_Roanoke Rapids,Hydro:Hydro,PJM
4_Robert Moses Niagara,Hydro:Hydro,NE
4_Robert S Kerr,Hydro:Hydro,SPP
4_Rocky Creek,Hydro:Hydro,SE
4_Rogers,Hydro:Hydro,MISO
4_S C Moore,Hydro:Hydro,NE
4_Safe Harbor,Hydro:Hydro,PJM
4_Saluda Lexington,Hydro:Hydro,SE
4_Sappi Cloquet Mill,Hydro:Hydro,MISO
4_Seven Sisters,Hydro:Hydro,CAN
4_Shawmut,Hydro:Hydro,NE
4_Sherman Island,Hydro:Hydro,NE
4_Slave Falls,Hydro:Hydro,CAN
4_Smith Mountain,Hydro:Hydro,PJM
4_Stevenson,Hydro:Hydro,NE
4_Table Rock,Hydro:Hydro,SPP
4_TalenEnergy Holtwood,Hydro:Hydro,PJM
4_Tallulah Falls,Hydro:Hydro,SE
4_Vernon Dam,Hydro:Hydro,NE
4_Wallace Dam,Hydro:Hydro,SE
4_Wateree Hydro,Hydro:Hydro,SE
4_Weston Hydro,Hydro:Hydro,NE
4_Wylie,Hydro:Hydro,SE
4A_Deerfield 4,Hydro:Hydro,NE
4B_Deerfield 4,Hydro:Hydro,NE
4C_Deerfield 4,Hydro:Hydro,NE
5_Alexander (OPG),Hydro:Hydro,CAN
5_Anson Abenaki Hydros,Hydro:Hydro,NE
5_Bartletts Ferry,Hydro:Hydro,SE
5_Beauharnois,Hydro:Hydro,CAN
5_Big Bend Dam,Hydro:Hydro,SPP
5_Blewett,Hydro:Hydro,SE
5_Bull Shoals,Hydro:Hydro,SPP
5_Cabot,Hydro:Hydro,NE
5_Decew Falls,Hydro:Hydro,CAN
5_Fishing Creek,Hydro:Hydro,SE
5_Fort Peck,Hydro:Hydro,SPP
5_Fort Randall,Hydro:Hydro,SPP
5_Garrison,Hydro:Hydro,SPP
5_Goat Rock,Hydro:Hydro,SE
5_Grand Rapids,Hydro:Hydro,MISO
5_Great Falls (MH),Hydro:Hydro,CAN
5_Great Falls (SC),Hydro:Hydro,SE
5_Great Lakes Hydro America -,Hydro:Hydro,NE
5_Gull (Keeyask) Generating S,Hydro:Hydro,CAN
5_Hartwell Lake,Hydro:Hydro,SE
5_Jenpeg,Hydro:Hydro,CAN
5_John H Kerr,Hydro:Hydro,PJM
5_Kansas River Project,Hydro:Hydro,SPP
5_Kelsey,Hydro:Hydro,CAN
5_Keokuk,Hydro:Hydro,MISO
5_Kettle,Hydro:Hydro,CAN
5_Kimberly Mill,Hydro:Hydro,MISO
5_La Tuque,Hydro:Hydro,CAN
5_Limestone (MH),Hydro:Hydro,CAN
5_Long Spruce,Hydro:Hydro,CAN
5_McArthur,Hydro:Hydro,CAN
5_McCormick,Hydro:Hydro,CAN
5_Mitchell Dam,Hydro:Hydro,SE
5_Niagara Mill,Hydro:Hydro,MISO
5_Oahe,Hydro:Hydro,SPP
5_Ohio Falls,Hydro:Hydro,SE
5_Osage Dam,Hydro:Hydro,MISO
5_Ozark,Hydro:Hydro,SPP
5_Pensacola,Hydro:Hydro,SPP
5_Pine Falls,Hydro:Hydro,CAN
5_Pointe du Bois,Hydro:Hydro,CAN
5_Proctor,Hydro:Hydro,NE
5_Robert Moses Niagara,Hydro:Hydro,NE
5_Rocky Creek,Hydro:Hydro,SE
5_Safe Harbor,Hydro:Hydro,PJM
5_Saluda Lexington,Hydro:Hydro,SE
5_Seven Sisters,Hydro:Hydro,CAN
5_Shawmut,Hydro:Hydro,NE
5_Sherman Island,Hydro:Hydro,NE
5_Slave Falls,Hydro:Hydro,CAN
5_TalenEnergy Holtwood,Hydro:Hydro,PJM
5_Tallulah Falls,Hydro:Hydro,SE
5_Trenton Falls,Hydro:Hydro,NE
5_Vernon Dam,Hydro:Hydro,NE
5_Wateree Hydro,Hydro:Hydro,SE
5A_Deerfield 5,Hydro:Hydro,NE
5B_Deerfield 5,Hydro:Hydro,NE
6_Bartletts Ferry,Hydro:Hydro,SE
6_Beauharnois,Hydro:Hydro,CAN
6_Big Bend Dam,Hydro:Hydro,SPP
6_Blewett,Hydro:Hydro,SE
6_Boatlock,Hydro:Hydro,NE
6_Bull Shoals,Hydro:Hydro,SPP
6_Cabot,Hydro:Hydro,NE
6_Decew Falls,Hydro:Hydro,CAN
6_Finch Paper,Hydro:Hydro,NE
6_Fort Randall,Hydro:Hydro,SPP
6_Goat Rock,Hydro:Hydro,SE
6_Great Falls (MH),Hydro:Hydro,CAN
6_Great Falls (SC),Hydro:Hydro,SE
6_Great Lakes Hydro America -,Hydro:Hydro,NE
6_Gull (Keeyask) Generating S,Hydro:Hydro,CAN
6_Jenpeg,Hydro:Hydro,CAN
6_John H Kerr,Hydro:Hydro,PJM
6_Kansas River Project,Hydro:Hydro,SPP
6_Kelsey,Hydro:Hydro,CAN
6_Keokuk,Hydro:Hydro,MISO
6_Kettle,Hydro:Hydro,CAN
6_La Tuque,Hydro:Hydro,CAN
6_Limestone (MH),Hydro:Hydro,CAN
6_Long Spruce,Hydro:Hydro,CAN
6_McArthur,Hydro:Hydro,CAN
6_McCormick,Hydro:Hydro,CAN
6_Mitchell Dam,Hydro:Hydro,SE
6_Niagara Mill,Hydro:Hydro,MISO
6_Oahe,Hydro:Hydro,SPP
6_Ohio Falls,Hydro:Hydro,SE
6_Osage Dam,Hydro:Hydro,MISO
6_Pensacola,Hydro:Hydro,SPP
6_Pine Falls,Hydro:Hydro,CAN
6_Pointe du Bois,Hydro:Hydro,CAN
6_Robert Moses Niagara,Hydro:Hydro,NE
6_Rocky Creek,Hydro:Hydro,SE
6_Safe Harbor,Hydro:Hydro,PJM
6_Seven Sisters,Hydro:Hydro,CAN
6_Shawmut,Hydro:Hydro,NE
6_Sherman Island,Hydro:Hydro,NE
6_Slave Falls,Hydro:Hydro,CAN
6_TalenEnergy Holtwood,Hydro:Hydro,PJM
6_Tallulah Falls,Hydro:Hydro,SE
6_Thomson,Hydro:Hydro,MISO
6_Trenton Falls,Hydro:Hydro,NE
6_Vernon Dam,Hydro:Hydro,NE
7_Beauharnois,Hydro:Hydro,CAN
7_Big Bend Dam,Hydro:Hydro,SPP
7_Bull Shoals,Hydro:Hydro,SPP
7_Decew Falls,Hydro:Hydro,CAN
7_Fort Randall,Hydro:Hydro,SPP
7_Goat Rock,Hydro:Hydro,SE
7_Great Falls (SC),Hydro:Hydro,SE
7_Great Lakes Hydro America -,Hydro:Hydro,NE
7_Gull (Keeyask) Generating S,Hydro:Hydro,CAN
7_John H Kerr,Hydro:Hydro,PJM
7_Kansas River Project,Hydro:Hydro,SPP
7_Kelsey,Hydro:Hydro,CAN
7_Keokuk,Hydro:Hydro,MISO
7_Kettle,Hydro:Hydro,CAN
7_Limestone (MH),Hydro:Hydro,CAN
7_Long Spruce,Hydro:Hydro,CAN
7_McArthur,Hydro:Hydro,CAN
7_McCormick,Hydro:Hydro,CAN
7_Mitchell Dam,Hydro:Hydro,SE
7_Oahe,Hydro:Hydro,SPP
7_Ohio Falls,Hydro:Hydro,SE
7_Osage Dam,Hydro:Hydro,MISO
7_Pointe du Bois,Hydro:Hydro,CAN
7_Robert Moses Niagara,Hydro:Hydro,NE
7_Rocky Creek,Hydro:Hydro,SE
7_Safe Harbor,Hydro:Hydro,PJM
7_Shawmut,Hydro:Hydro,NE
7_Slave Falls,Hydro:Hydro,CAN
7_TalenEnergy Holtwood,Hydro:Hydro,PJM
7_Trenton Falls,Hydro:Hydro,NE
7_Vernon Dam,Hydro:Hydro,NE
8_Beauharnois,Hydro:Hydro,CAN
8_Big Bend Dam,Hydro:Hydro,SPP
8_Boatlock,Hydro:Hydro,NE
8_Bull Shoals,Hydro:Hydro,SPP
8_Decew Falls,Hydro:Hydro,CAN
8_Fort Randall,Hydro:Hydro,SPP
8_Goat Rock,Hydro:Hydro,SE
8_Great Falls (SC),Hydro:Hydro,SE
8_Kansas River Project,Hydro:Hydro,SPP
8_Keokuk,Hydro:Hydro,MISO
8_Kettle,Hydro:Hydro,CAN
8_Limestone (MH),Hydro:Hydro,CAN
8_Long Spruce,Hydro:Hydro,CAN
8_McArthur,Hydro:Hydro,CAN
8_Ohio Falls,Hydro:Hydro,SE
8_Osage Dam,Hydro:Hydro,MISO
8_Pointe du Bois,Hydro:Hydro,CAN
8_Robert Moses Niagara,Hydro:Hydro,NE
8_Rocky Creek,Hydro:Hydro,SE
8_Safe Harbor,Hydro:Hydro,PJM
8_Shawmut,Hydro:Hydro,NE
8_Slave Falls,Hydro:Hydro,CAN
8_TalenEnergy Holtwood,Hydro:Hydro,PJM
8_Vernon Dam,Hydro:Hydro,NE
8A_S D Warren Westbrook,Hydro:Hydro,NE
8B_S D Warren Westbrook,Hydro:Hydro,NE
9_Beauharnois,Hydro:Hydro,CAN
9_International Falls Power,Hydro:Hydro,MISO
9_Kansas River Project,Hydro:Hydro,SPP
9_Keokuk,Hydro:Hydro,MISO
9_Kettle,Hydro:Hydro,CAN
9_Limestone (MH),Hydro:Hydro,CAN
9_Long Spruce,Hydro:Hydro,CAN
9_Pointe du Bois,Hydro:Hydro,CAN
9_Robert Moses Niagara,Hydro:Hydro,NE
9_Safe Harbor,Hydro:Hydro,PJM
9_TalenEnergy Holtwood,Hydro:Hydro,PJM
9_Vernon Dam,Hydro:Hydro,NE
A_Parr Hydro,Hydro:Hydro,SE
A_Robert Moses Niagara,Hydro:Hydro,NE
B_Robert Moses Niagara,Hydro:Hydro,NE
C_Robert Moses Niagara,Hydro:Hydro,NE
D_Robert Moses Niagara,Hydro:Hydro,NE
F1_Narrows (NC),Hydro:Hydro,SE
F2_Narrows (NC),Hydro:Hydro,SE
F3_Narrows (NC),Hydro:Hydro,SE
H_Granite Falls,Hydro:Hydro,MISO
H_Point A,Hydro:Hydro,SE
H_Taylorville,Hydro:Hydro,NE
H1_Biron,Hydro:Hydro,MISO
H1_Du Bay,Hydro:Hydro,MISO
H1_Kaukauna City Hydro,Hydro:Hydro,MISO
H1_New Badger,Hydro:Hydro,MISO
H1_Wisconsin Rapids,Hydro:Hydro,MISO
H2_Combined Locks,Hydro:Hydro,MISO
H2_Du Bay,Hydro:Hydro,MISO
H2_Hoist,Hydro:Hydro,MISO
H2_Kaukauna City Hydro,Hydro:Hydro,MISO
H2_New Badger,Hydro:Hydro,MISO
H3_Biron,Hydro:Hydro,MISO
H3_Hoist,Hydro:Hydro,MISO
H3_Wisconsin Rapids,Hydro:Hydro,MISO
H4_Biron,Hydro:Hydro,MISO
H4_Wisconsin Rapids,Hydro:Hydro,MISO
H6_Biron,Hydro:Hydro,MISO
H6_Wisconsin Rapids,Hydro:Hydro,MISO
H7_Wisconsin Rapids,Hydro:Hydro,MISO
H9_Wisconsin Rapids,Hydro:Hydro,MISO
HY_Stevens Point,Hydro:Hydro,MISO
I1_Sheldon Springs Hydroelectr,Hydro:Hydro,NE
I2_Sheldon Springs Hydroelectr,Hydro:Hydro,NE
I3_Sheldon Springs Hydroelectr,Hydro:Hydro,NE
L1_Rumford Falls Hydro Facilit,Hydro:Hydro,NE
L2_Rumford Falls Hydro Facilit,Hydro:Hydro,NE
N1_Kansas River Project,Hydro:Hydro,SPP
N1_Narrows (NC),Hydro:Hydro,SE
N2_Kansas River Project,Hydro:Hydro,SPP
N2_Narrows (NC),Hydro:Hydro,SE
N3_Narrows (NC),Hydro:Hydro,SE
N4_Narrows (NC),Hydro:Hydro,SE
R_Anson Abenaki Hydros,Hydro:Hydro,NE
S_Essex Junction 19,Hydro:Hydro,NE
U1_Rumford Falls Hydro Facilit,Hydro:Hydro,NE
U2_Rumford Falls Hydro Facilit,Hydro:Hydro,NE
U3_Rumford Falls Hydro Facilit,Hydro:Hydro,NE
U4_Rumford Falls Hydro Facilit,Hydro:Hydro,NE
1_Arnold Falls,Hydro:Hydro,NE
1_Auburn - Mill St.,Hydro:Hydro,NE
1_Auburn - No. Div. St.,Hydro:Hydro,NE
1_Autrain,Hydro:Hydro,MISO
1_Avon (NSPI),Hydro:Hydro,CAN
1_Baldwinsville,Hydro:Hydro,NE
1_Beechwood,Hydro:Hydro,CAN
1_Big Falls (NSPI),Hydro:Hydro,CAN
1_Black Brook Dam,Hydro:Hydro,MISO
1_Brisay,Hydro:Hydro,CAN
1_Cameron Falls Nug,Hydro:Hydro,CAN
1_Cannelton Hydroelectric Pla,Hydro:Hydro,MISO
1_Churchill Falls Phase II,Hydro:Hydro,CAN
1_Chute-Caron,Hydro:Hydro,CAN
1_Chute-des-Passes,Hydro:Hydro,CAN
1_Chute-du-Diable,Hydro:Hydro,CAN
1_Chute-la-Savane,Hydro:Hydro,CAN
1_Clark Mills Lower,Hydro:Hydro,NE
1_Clarks Mill Upper,Hydro:Hydro,NE
1_Cohoes Falls Project,Hydro:Hydro,NE
1_Coteau Creek,Hydro:Hydro,CAN
1_Cowie Falls,Hydro:Hydro,CAN
1_Croton Falls,Hydro:Hydro,NE
1_Cumberland (WI),Hydro:Hydro,MISO
1_Deep Brook,Hydro:Hydro,CAN
1_Delta,Hydro:Hydro,NE
1_Denley Hydro,Hydro:Hydro,NE
1_Dickie Brook,Hydro:Hydro,CAN
1_Dufferin Falls Power Statio,Hydro:Hydro,CAN
1_E.B. Campbell,Hydro:Hydro,CAN
1_Ear Falls II,Hydro:Hydro,CAN
1_Fourth Lake,Hydro:Hydro,CAN
1_Fowler No 7 Mill,Hydro:Hydro,NE
1_Gage,Hydro:Hydro,NE
1_General Mills Inc,Hydro:Hydro,NE
1_Glovers Mill,Hydro:Hydro,NE
1_Gouverneur,Hydro:Hydro,NE
1_Grand Falls,Hydro:Hydro,CAN
1_Gulch,Hydro:Hydro,CAN
1_Harmony,Hydro:Hydro,CAN
1_Hatfield,Hydro:Hydro,MISO
1_Hayward Hydro,Hydro:Hydro,MISO
1_Healey Falls,Hydro:Hydro,CAN
1_High Falls Power Station,Hydro:Hydro,CAN
1_Hollow Bridge,Hydro:Hydro,CAN
1_Hound Chute,Hydro:Hydro,CAN
1_Indian Falls,Hydro:Hydro,NE
1_Irving,Hydro:Hydro,MISO
1_Island Falls,Hydro:Hydro,CAN
1_Isle-Maligne,Hydro:Hydro,CAN
1_La Sarre-1,Hydro:Hydro,CAN
1_Lake Zumbro-RPU,Hydro:Hydro,MISO
1_Lequille,Hydro:Hydro,CAN
1_Lower Dam,Hydro:Hydro,MISO
1_Lower Great Brook,Hydro:Hydro,CAN
1_Lower Lake Falls,Hydro:Hydro,CAN
1_Lower Sturgeon,Hydro:Hydro,CAN
1_Lumsden,Hydro:Hydro,CAN
1_Lyons Falls Hydroelectric,Hydro:Hydro,NE
1_Mactaquac,Hydro:Hydro,CAN
1_Magpie Hydroelectric Genera,Hydro:Hydro,CAN
1_Malay Falls,Hydro:Hydro,CAN
1_Masson Angers Power Station,Hydro:Hydro,CAN
1_MCRC Renewable Power Partne,Hydro:Hydro,PJM
1_Mechanicville,Hydro:Hydro,NE
1_Merrillan,Hydro:Hydro,MISO
1_Methals,Hydro:Hydro,CAN
1_Milltown (NBPO),Hydro:Hydro,CAN
1_Munising Mill Plant,Hydro:Hydro,MISO
1_Nictaux,Hydro:Hydro,CAN
1_Nipawin,Hydro:Hydro,CAN
1_Norman Dam,Hydro:Hydro,CAN
1_Ontario County Slf,Hydro:Hydro,NE
1_Oswegatchie,Hydro:Hydro,NE
1_Paradise (NSPI),Hydro:Hydro,CAN
1_Peribonka,Hydro:Hydro,CAN
1_Potsdam,Hydro:Hydro,NE
1_Ridge,Hydro:Hydro,CAN
1_Roseway,Hydro:Hydro,CAN
1_Ruth Falls,Hydro:Hydro,CAN
1_Salmon Hole,Hydro:Hydro,CAN
1_Sandy Falls,Hydro:Hydro,CAN
1_Sandy Hollow,Hydro:Hydro,NE
1_Seneca Falls,Hydro:Hydro,NE
1_Shipshaw,Hydro:Hydro,CAN
1_Sissiboo,Hydro:Hydro,CAN
1_Sisson,Hydro:Hydro,CAN
1_Smelter Power,Hydro:Hydro,CAN
1_St Cloud Hydroelectric Gene,Hydro:Hydro,MISO
1_St Croix,Hydro:Hydro,CAN
1_Stuyvesant Falls,Hydro:Hydro,NE
1_Swinging Bridge 1,Hydro:Hydro,NE
1_Tobique,Hydro:Hydro,CAN
1_Tusket Hydro,Hydro:Hydro,CAN
1_Umbata Falls,Hydro:Hydro,CAN
1_Upper Beaver Falls Project,Hydro:Hydro,NE
1_Upper Newton Falls,Hydro:Hydro,NE
1_Waterford (ENTOPE),Hydro:Hydro,NE
1_Waterloo,Hydro:Hydro,NE
1_Wawaitin,Hydro:Hydro,CAN
1_Weymouth,Hydro:Hydro,CAN
1_White Rock (NSPI),Hydro:Hydro,CAN
1_Winsor Dam Power Station,Hydro:Hydro,NE
1_Wreck Cove,Hydro:Hydro,CAN
2_Albany (ALHYAS),Hydro:Hydro,NE
2_Auburn - No. Div. St.,Hydro:Hydro,NE
2_Avon (NSPI),Hydro:Hydro,CAN
2_Baldwinsville,Hydro:Hydro,NE
2_Cannelton Hydroelectric Pla,Hydro:Hydro,MISO
2_Chittenden Falls,Hydro:Hydro,NE
2_Coteau Creek,Hydro:Hydro,CAN
2_E.B. Campbell,Hydro:Hydro,CAN
2_Fowler No 7 Mill,Hydro:Hydro,NE
2_Gage,Hydro:Hydro,NE
2_Gouverneur,Hydro:Hydro,NE
2_Grand Falls,Hydro:Hydro,CAN
2_Healey Falls,Hydro:Hydro,CAN
2_Hound Chute,Hydro:Hydro,CAN
2_Island Falls,Hydro:Hydro,CAN
2_Lower Dam,Hydro:Hydro,MISO
2_Lower Sturgeon,Hydro:Hydro,CAN
2_Lyons Falls Hydroelectric,Hydro:Hydro,NE
2_Mill Pond,Hydro:Hydro,NE
2_Montgomery Worsted,Hydro:Hydro,NE
2_Nipawin,Hydro:Hydro,CAN
2_Ruth Falls,Hydro:Hydro,CAN
2_Tobique,Hydro:Hydro,CAN
2_Umbata Falls,Hydro:Hydro,CAN
2_Upper Newton Falls,Hydro:Hydro,NE
2_Wawaitin,Hydro:Hydro,CAN
2_Weymouth,Hydro:Hydro,CAN
2_Wreck Cove,Hydro:Hydro,CAN
3_Baldwinsville,Hydro:Hydro,NE
3_Cannelton Hydroelectric Pla,Hydro:Hydro,MISO
3_Coteau Creek,Hydro:Hydro,CAN
3_E.B. Campbell,Hydro:Hydro,CAN
3_Felts Mills Hydro (Lower Pr,Hydro:Hydro,NE
3_Healey Falls,Hydro:Hydro,CAN
3_Island Falls,Hydro:Hydro,CAN
3_Nipawin,Hydro:Hydro,CAN
3_Ruth Falls,Hydro:Hydro,CAN
4_E.B. Campbell,Hydro:Hydro,CAN
4_Healey Falls,Hydro:Hydro,CAN
4_Island Falls,Hydro:Hydro,CAN
5_E.B. Campbell,Hydro:Hydro,CAN
5_Island Falls,Hydro:Hydro,CAN
6_E.B. Campbell,Hydro:Hydro,CAN
6_Island Falls,Hydro:Hydro,CAN
7_E.B. Campbell,Hydro:Hydro,CAN
7_Island Falls,Hydro:Hydro,CAN
8_E.B. Campbell,Hydro:Hydro,CAN
A_Balcony Falls,Hydro:Hydro,PJM
H1_Appleton,Hydro:Hydro,MISO
H2_Appleton,Hydro:Hydro,MISO
1_Bad Creek,Pumped Storage:Hydro,SE
1_Bath County,Pumped Storage:Hydro,PJM
1_Blenheim Gilboa,Pumped Storage:Hydro,NE
1_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
1_Harry Truman,Pumped Storage:Hydro,SPP
1_Jocassee,Pumped Storage:Hydro,SE
1_Lewiston Niagara,Pumped Storage:Hydro,NE
1_Ludington,Pumped Storage:Hydro,MISO
1_Muddy Run,Pumped Storage:Hydro,PJM
1_Raccoon Mountain,Pumped Storage:Hydro,SE
1_Rocky Mountain Hydroelectri,Pumped Storage:Hydro,SE
1_Rocky River (CT),Pumped Storage:Hydro,NE
1_Salina,Pumped Storage:Hydro,SPP
1_Sir Adam Beck Pumping,Pumped Storage:Hydro,CAN
1_Smith Mountain,Pumped Storage:Hydro,PJM
1_Taum Sauk,Pumped Storage:Hydro,MISO
1_Wallace Dam,Pumped Storage:Hydro,SE
1_Yards Creek,Pumped Storage:Hydro,PJM
1G_FirstEnergy Seneca,Pumped Storage:Hydro,PJM
2_1_Degray,Pumped Storage:Hydro,MISO
2_1_Hiwassee Dam,Pumped Storage:Hydro,SE
2_Bad Creek,Pumped Storage:Hydro,SE
2_Bath County,Pumped Storage:Hydro,PJM
2_Blenheim Gilboa,Pumped Storage:Hydro,NE
2_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
2_Harry Truman,Pumped Storage:Hydro,SPP
2_Jocassee,Pumped Storage:Hydro,SE
2_Lewiston Niagara,Pumped Storage:Hydro,NE
2_Ludington,Pumped Storage:Hydro,MISO
2_Muddy Run,Pumped Storage:Hydro,PJM
2_Rocky Mountain Hydroelectri,Pumped Storage:Hydro,SE
2_Salina,Pumped Storage:Hydro,SPP
2_Sir Adam Beck Pumping,Pumped Storage:Hydro,CAN
2_Taum Sauk,Pumped Storage:Hydro,MISO
2_Wallace Dam,Pumped Storage:Hydro,SE
2_Yards Creek,Pumped Storage:Hydro,PJM
2G_FirstEnergy Seneca,Pumped Storage:Hydro,PJM
3_Bad Creek,Pumped Storage:Hydro,SE
3_Bath County,Pumped Storage:Hydro,PJM
3_Blenheim Gilboa,Pumped Storage:Hydro,NE
3_Carters,Pumped Storage:Hydro,SE
3_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
3_FirstEnergy Seneca,Pumped Storage:Hydro,PJM
3_Harry Truman,Pumped Storage:Hydro,SPP
3_Jocassee,Pumped Storage:Hydro,SE
3_Lewiston Niagara,Pumped Storage:Hydro,NE
3_Ludington,Pumped Storage:Hydro,MISO
3_Rocky Mountain Hydroelectri,Pumped Storage:Hydro,SE
3_Salina,Pumped Storage:Hydro,SPP
3_Sir Adam Beck Pumping,Pumped Storage:Hydro,CAN
3_Smith Mountain,Pumped Storage:Hydro,PJM
3_Yards Creek,Pumped Storage:Hydro,PJM
4_Bad Creek,Pumped Storage:Hydro,SE
4_Bath County,Pumped Storage:Hydro,PJM
4_Blenheim Gilboa,Pumped Storage:Hydro,NE
4_Carters,Pumped Storage:Hydro,SE
4_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
4_Harry Truman,Pumped Storage:Hydro,SPP
4_Jocassee,Pumped Storage:Hydro,SE
4_Lewiston Niagara,Pumped Storage:Hydro,NE
4_Ludington,Pumped Storage:Hydro,MISO
4_Salina,Pumped Storage:Hydro,SPP
5_Bath County,Pumped Storage:Hydro,PJM
5_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
5_Harry Truman,Pumped Storage:Hydro,SPP
5_Lewiston Niagara,Pumped Storage:Hydro,NE
5_Ludington,Pumped Storage:Hydro,MISO
5_Richard B Russell,Pumped Storage:Hydro,SE
5_Salina,Pumped Storage:Hydro,SPP
5_Smith Mountain,Pumped Storage:Hydro,PJM
5_Wallace Dam,Pumped Storage:Hydro,SE
6_Bath County,Pumped Storage:Hydro,PJM
6_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
6_Harry Truman,Pumped Storage:Hydro,SPP
6_Lewiston Niagara,Pumped Storage:Hydro,NE
6_Ludington,Pumped Storage:Hydro,MISO
6_Richard B Russell,Pumped Storage:Hydro,SE
6_Salina,Pumped Storage:Hydro,SPP
6_Wallace Dam,Pumped Storage:Hydro,SE
7_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
7_Lewiston Niagara,Pumped Storage:Hydro,NE
7_Richard B Russell,Pumped Storage:Hydro,SE
8_Fairfield Pumped Storage,Pumped Storage:Hydro,SE
8_Lewiston Niagara,Pumped Storage:Hydro,NE
8_Richard B Russell,Pumped Storage:Hydro,SE
9_Lewiston Niagara,Pumped Storage:Hydro,NE
B_Lewiston Niagara,Pumped Storage:Hydro,NE
C_Lewiston Niagara,Pumped Storage:Hydro,NE
G1_Bear Swamp,Pumped Storage:Hydro,NE
G1_Northfield Mountain,Pumped Storage:Hydro,NE
G2_Bear Swamp,Pumped Storage:Hydro,NE
G2_Northfield Mountain,Pumped Storage:Hydro,NE
G3_Northfield Mountain,Pumped Storage:Hydro,NE
G4_Northfield Mountain,Pumped Storage:Hydro,NE
