Generator,Category
35_Beauharnois,Hydro:Hydro
36_Beauharnois,Hydro:Hydro
3A_Deerfield 3,Hydro:Hydro
3A_Saint Marys Falls,Hydro:Hydro
3B_Deerfield 3,Hydro:Hydro
3C_Deerfield 3,Hydro:Hydro
4_Alexander (OPG),Hydro:Hydro
4_Anson Abenaki Hydros,Hydro:Hydro
4_Bartletts Ferry,Hydro:Hydro
4_Beauharnois,Hydro:Hydro
4_Big Bend Dam,Hydro:Hydro
4_Blewett,Hydro:Hydro
4_Bull Shoals,Hydro:Hydro
4_Cabot,Hydro:Hydro
4_Cherokee Dam,Hydro:Hydro
4_Claytor,Hydro:Hydro
4_Comerford,Hydro:Hydro
4_Cowans Ford,Hydro:Hydro
4_Croton,Hydro:Hydro
4_Crystal Falls (OPG),Hydro:Hydro
4_Dardanelle,Hydro:Hydro
4_E.B. Campbell,Hydro:Hydro
4_Ear Falls,Hydro:Hydro
4_Essex Junction 19,Hydro:Hydro
4_Finch Paper,Hydro:Hydro
4_Fishing Creek,Hydro:Hydro
4_Fort Gibson,Hydro:Hydro
4_Fort Loudoun,Hydro:Hydro
4_Fort Miller Hydroelectric F,Hydro:Hydro
4_Fort Peck,Hydro:Hydro
4_Fort Randall,Hydro:Hydro
4_Garrison,Hydro:Hydro
4_Gaston,Hydro:Hydro
4_Goat Rock,Hydro:Hydro
4_Grand Rapids,Hydro:Hydro
4_Grand Rapids (MH),Hydro:Hydro
4_Great Falls (MH),Hydro:Hydro
4_Great Falls (SC),Hydro:Hydro
4_Great Lakes Hydro America -,Hydro:Hydro
4_Gull (Keeyask) Generating S,Hydro:Hydro
4_Harris Hydro,Hydro:Hydro
4_Hartwell Lake,Hydro:Hydro
4_Healey Falls,Hydro:Hydro
4_High Dam,Hydro:Hydro
4_Highgate Falls,Hydro:Hydro
4_Hoot Lake,Hydro:Hydro
4_Island Falls,Hydro:Hydro
4_Jenpeg,Hydro:Hydro
4_Jim Falls,Hydro:Hydro
4_John H Kerr,Hydro:Hydro
4_Kakabeka Falls,Hydro:Hydro
4_Kansas River Project,Hydro:Hydro
4_Kelsey,Hydro:Hydro
4_Keokuk,Hydro:Hydro
4_Kettle,Hydro:Hydro
4_La Tuque,Hydro:Hydro
4_Lay Dam,Hydro:Hydro
4_Limestone (MH),Hydro:Hydro
4_Long Spruce,Hydro:Hydro
4_Markham,Hydro:Hydro
4_Martin Dam,Hydro:Hydro
4_McArthur,Hydro:Hydro
4_McCormick,Hydro:Hydro
4_Mcindoes,Hydro:Hydro
4_Mitchell Dam,Hydro:Hydro
4_Moline_HY,Hydro:Hydro
4_Mountain Island,Hydro:Hydro
4_Niagara Mill,Hydro:Hydro
4_Oahe,Hydro:Hydro
4_Ohio Falls,Hydro:Hydro
4_Oliver Dam,Hydro:Hydro
4_Osage Dam,Hydro:Hydro
4_Ozark,Hydro:Hydro
4_Ozark Beach,Hydro:Hydro
4_Pensacola,Hydro:Hydro
4_Pine Falls,Hydro:Hydro
4_Pointe du Bois,Hydro:Hydro
4_Proctor,Hydro:Hydro
4_Richard B Russell,Hydro:Hydro
4_Roanoke Rapids,Hydro:Hydro
4_Robert Moses Niagara,Hydro:Hydro
4_Robert S Kerr,Hydro:Hydro
4_Rocky Creek,Hydro:Hydro
4_Rogers,Hydro:Hydro
4_S C Moore,Hydro:Hydro
4_Safe Harbor,Hydro:Hydro
4_Saluda Lexington,Hydro:Hydro
4_Sappi Cloquet Mill,Hydro:Hydro
4_Seven Sisters,Hydro:Hydro
4_Shawmut,Hydro:Hydro
4_Sherman Island,Hydro:Hydro
4_Slave Falls,Hydro:Hydro
4_Smith Mountain,Hydro:Hydro
4_Stevenson,Hydro:Hydro
4_Table Rock,Hydro:Hydro
4_TalenEnergy Holtwood,Hydro:Hydro
4_Tallulah Falls,Hydro:Hydro
4_Vernon Dam,Hydro:Hydro
4_Wallace Dam,Hydro:Hydro
4_Wateree Hydro,Hydro:Hydro
4_Weston Hydro,Hydro:Hydro
4_Wylie,Hydro:Hydro
4A_Deerfield 4,Hydro:Hydro
4B_Deerfield 4,Hydro:Hydro
4C_Deerfield 4,Hydro:Hydro
5_Alexander (OPG),Hydro:Hydro
5_Anson Abenaki Hydros,Hydro:Hydro
5_Bartletts Ferry,Hydro:Hydro
5_Beauharnois,Hydro:Hydro
5_Big Bend Dam,Hydro:Hydro
5_Blewett,Hydro:Hydro
5_Bull Shoals,Hydro:Hydro
5_Cabot,Hydro:Hydro
5_Decew Falls,Hydro:Hydro
5_E.B. Campbell,Hydro:Hydro
5_Fishing Creek,Hydro:Hydro
5_Fort Peck,Hydro:Hydro
5_Fort Randall,Hydro:Hydro
5_Garrison,Hydro:Hydro
5_Goat Rock,Hydro:Hydro
5_Grand Rapids,Hydro:Hydro
5_Great Falls (MH),Hydro:Hydro
5_Great Falls (SC),Hydro:Hydro
5_Great Lakes Hydro America -,Hydro:Hydro
5_Gull (Keeyask) Generating S,Hydro:Hydro
5_Hartwell Lake,Hydro:Hydro
5_Island Falls,Hydro:Hydro
5_Jenpeg,Hydro:Hydro
5_John H Kerr,Hydro:Hydro
5_Kansas River Project,Hydro:Hydro
5_Kelsey,Hydro:Hydro
5_Keokuk,Hydro:Hydro
5_Kettle,Hydro:Hydro
5_Kimberly Mill,Hydro:Hydro
5_La Tuque,Hydro:Hydro
5_Limestone (MH),Hydro:Hydro
5_Long Spruce,Hydro:Hydro
5_McArthur,Hydro:Hydro
5_McCormick,Hydro:Hydro
5_Mitchell Dam,Hydro:Hydro
5_Niagara Mill,Hydro:Hydro
5_Oahe,Hydro:Hydro
5_Ohio Falls,Hydro:Hydro
5_Osage Dam,Hydro:Hydro
5_Ozark,Hydro:Hydro
5_Pensacola,Hydro:Hydro
5_Pine Falls,Hydro:Hydro
5_Pointe du Bois,Hydro:Hydro
5_Proctor,Hydro:Hydro
5_Robert Moses Niagara,Hydro:Hydro
5_Rocky Creek,Hydro:Hydro
5_Safe Harbor,Hydro:Hydro
5_Saluda Lexington,Hydro:Hydro
5_Seven Sisters,Hydro:Hydro
5_Shawmut,Hydro:Hydro
5_Sherman Island,Hydro:Hydro
5_Slave Falls,Hydro:Hydro
5_TalenEnergy Holtwood,Hydro:Hydro
5_Tallulah Falls,Hydro:Hydro
5_Trenton Falls,Hydro:Hydro
5_Vernon Dam,Hydro:Hydro
5_Wateree Hydro,Hydro:Hydro
5A_Deerfield 5,Hydro:Hydro
5B_Deerfield 5,Hydro:Hydro
6_Bartletts Ferry,Hydro:Hydro
6_Beauharnois,Hydro:Hydro
6_Big Bend Dam,Hydro:Hydro
6_Blewett,Hydro:Hydro
6_Boatlock,Hydro:Hydro
6_Bull Shoals,Hydro:Hydro
6_Cabot,Hydro:Hydro
6_Decew Falls,Hydro:Hydro
6_E.B. Campbell,Hydro:Hydro
6_Finch Paper,Hydro:Hydro
6_Fort Randall,Hydro:Hydro
6_Goat Rock,Hydro:Hydro
6_Great Falls (MH),Hydro:Hydro
6_Great Falls (SC),Hydro:Hydro
6_Great Lakes Hydro America -,Hydro:Hydro
6_Gull (Keeyask) Generating S,Hydro:Hydro
6_Island Falls,Hydro:Hydro
6_Jenpeg,Hydro:Hydro
6_John H Kerr,Hydro:Hydro
6_Kansas River Project,Hydro:Hydro
6_Kelsey,Hydro:Hydro
6_Keokuk,Hydro:Hydro
6_Kettle,Hydro:Hydro
6_La Tuque,Hydro:Hydro
6_Limestone (MH),Hydro:Hydro
6_Long Spruce,Hydro:Hydro
6_McArthur,Hydro:Hydro
6_McCormick,Hydro:Hydro
6_Mitchell Dam,Hydro:Hydro
6_Niagara Mill,Hydro:Hydro
6_Oahe,Hydro:Hydro
6_Ohio Falls,Hydro:Hydro
6_Osage Dam,Hydro:Hydro
6_Pensacola,Hydro:Hydro
6_Pine Falls,Hydro:Hydro
6_Pointe du Bois,Hydro:Hydro
6_Robert Moses Niagara,Hydro:Hydro
6_Rocky Creek,Hydro:Hydro
6_Safe Harbor,Hydro:Hydro
6_Seven Sisters,Hydro:Hydro
6_Shawmut,Hydro:Hydro
6_Sherman Island,Hydro:Hydro
6_Slave Falls,Hydro:Hydro
6_TalenEnergy Holtwood,Hydro:Hydro
6_Tallulah Falls,Hydro:Hydro
6_Thomson,Hydro:Hydro
6_Trenton Falls,Hydro:Hydro
6_Vernon Dam,Hydro:Hydro
7_Beauharnois,Hydro:Hydro
7_Big Bend Dam,Hydro:Hydro
7_Bull Shoals,Hydro:Hydro
7_Decew Falls,Hydro:Hydro
7_E.B. Campbell,Hydro:Hydro
7_Fort Randall,Hydro:Hydro
7_Goat Rock,Hydro:Hydro
7_Great Falls (SC),Hydro:Hydro
7_Great Lakes Hydro America -,Hydro:Hydro
7_Gull (Keeyask) Generating S,Hydro:Hydro
7_Island Falls,Hydro:Hydro
7_John H Kerr,Hydro:Hydro
7_Kansas River Project,Hydro:Hydro
7_Kelsey,Hydro:Hydro
7_Keokuk,Hydro:Hydro
7_Kettle,Hydro:Hydro
7_Limestone (MH),Hydro:Hydro
7_Long Spruce,Hydro:Hydro
7_McArthur,Hydro:Hydro
7_McCormick,Hydro:Hydro
7_Mitchell Dam,Hydro:Hydro
7_Oahe,Hydro:Hydro
7_Ohio Falls,Hydro:Hydro
7_Osage Dam,Hydro:Hydro
7_Pointe du Bois,Hydro:Hydro
7_Robert Moses Niagara,Hydro:Hydro
7_Rocky Creek,Hydro:Hydro
7_Safe Harbor,Hydro:Hydro
7_Shawmut,Hydro:Hydro
7_Slave Falls,Hydro:Hydro
7_TalenEnergy Holtwood,Hydro:Hydro
7_Trenton Falls,Hydro:Hydro
7_Vernon Dam,Hydro:Hydro
8_Beauharnois,Hydro:Hydro
8_Big Bend Dam,Hydro:Hydro
8_Boatlock,Hydro:Hydro
8_Bull Shoals,Hydro:Hydro
8_Decew Falls,Hydro:Hydro
8_E.B. Campbell,Hydro:Hydro
8_Fort Randall,Hydro:Hydro
8_Goat Rock,Hydro:Hydro
8_Great Falls (SC),Hydro:Hydro
8_Kansas River Project,Hydro:Hydro
8_Keokuk,Hydro:Hydro
8_Kettle,Hydro:Hydro
8_Limestone (MH),Hydro:Hydro
8_Long Spruce,Hydro:Hydro
8_McArthur,Hydro:Hydro
8_Ohio Falls,Hydro:Hydro
8_Osage Dam,Hydro:Hydro
8_Pointe du Bois,Hydro:Hydro
8_Robert Moses Niagara,Hydro:Hydro
8_Rocky Creek,Hydro:Hydro
8_Safe Harbor,Hydro:Hydro
8_Shawmut,Hydro:Hydro
8_Slave Falls,Hydro:Hydro
8_TalenEnergy Holtwood,Hydro:Hydro
8_Vernon Dam,Hydro:Hydro
8A_S D Warren Westbrook,Hydro:Hydro
8B_S D Warren Westbrook,Hydro:Hydro
9_Beauharnois,Hydro:Hydro
9_International Falls Power,Hydro:Hydro
9_Kansas River Project,Hydro:Hydro
9_Keokuk,Hydro:Hydro
9_Kettle,Hydro:Hydro
9_Limestone (MH),Hydro:Hydro
9_Long Spruce,Hydro:Hydro
9_Pointe du Bois,Hydro:Hydro
9_Robert Moses Niagara,Hydro:Hydro
9_Safe Harbor,Hydro:Hydro
9_TalenEnergy Holtwood,Hydro:Hydro
9_Vernon Dam,Hydro:Hydro
A_Balcony Falls,Hydro:Hydro
A_Parr Hydro,Hydro:Hydro
A_Robert Moses Niagara,Hydro:Hydro
B_Robert Moses Niagara,Hydro:Hydro
C_Robert Moses Niagara,Hydro:Hydro
D_Robert Moses Niagara,Hydro:Hydro
F1_Narrows (NC),Hydro:Hydro
F2_Narrows (NC),Hydro:Hydro
F3_Narrows (NC),Hydro:Hydro
H_Granite Falls,Hydro:Hydro
H_Point A,Hydro:Hydro
H_Taylorville,Hydro:Hydro
H1_Appleton,Hydro:Hydro
H1_Biron,Hydro:Hydro
H1_Du Bay,Hydro:Hydro
H1_Kaukauna City Hydro,Hydro:Hydro
H1_New Badger,Hydro:Hydro
H1_Wisconsin Rapids,Hydro:Hydro
H2_Appleton,Hydro:Hydro
H2_Combined Locks,Hydro:Hydro
H2_Du Bay,Hydro:Hydro
H2_Hoist,Hydro:Hydro
H2_Kaukauna City Hydro,Hydro:Hydro
H2_New Badger,Hydro:Hydro
H3_Biron,Hydro:Hydro
H3_Hoist,Hydro:Hydro
H3_Wisconsin Rapids,Hydro:Hydro
H4_Biron,Hydro:Hydro
H4_Wisconsin Rapids,Hydro:Hydro
H6_Biron,Hydro:Hydro
H6_Wisconsin Rapids,Hydro:Hydro
H7_Wisconsin Rapids,Hydro:Hydro
H9_Wisconsin Rapids,Hydro:Hydro
HY_Stevens Point,Hydro:Hydro
I1_Sheldon Springs Hydroelectr,Hydro:Hydro
I2_Sheldon Springs Hydroelectr,Hydro:Hydro
I3_Sheldon Springs Hydroelectr,Hydro:Hydro
L1_Rumford Falls Hydro Facilit,Hydro:Hydro
L2_Rumford Falls Hydro Facilit,Hydro:Hydro
N1_Kansas River Project,Hydro:Hydro
N1_Narrows (NC),Hydro:Hydro
N2_Kansas River Project,Hydro:Hydro
N2_Narrows (NC),Hydro:Hydro
N3_Narrows (NC),Hydro:Hydro
N4_Narrows (NC),Hydro:Hydro
R_Anson Abenaki Hydros,Hydro:Hydro
S_Essex Junction 19,Hydro:Hydro
U1_Rumford Falls Hydro Facilit,Hydro:Hydro
U2_Rumford Falls Hydro Facilit,Hydro:Hydro
U3_Rumford Falls Hydro Facilit,Hydro:Hydro
U4_Rumford Falls Hydro Facilit,Hydro:Hydro
1_1_Arkansas_Nuclear_One,Nuclear
1_1_Browns_Ferry,Nuclear
1_1_Bruce,Nuclear
1_1_Brunswick_Nuclear,Nuclear
1_1_Calvert_Cliffs_Nuclear_Power_Plant,Nuclear
1_1_Darlington__OPG_,Nuclear
1_1_Fermi,Nuclear
1_1_Limerick,Nuclear
1_1_Peach_Bottom,Nuclear
1_1_Pickering,Nuclear
1_1_PSEG_Salem_Generating_Station,Nuclear
1_1_Sequoyah,Nuclear
1_1_St_Lucie,Nuclear
1_Beaver_Valley,Nuclear
1_Braidwood_Generation_Station,Nuclear
1_Byron_Generating_Station,Nuclear
1_Callaway,Nuclear
1_Catawba,Nuclear
1_Clinton_Power_Station,Nuclear
1_Cooper_Nuclear_Station,Nuclear
1_Davis_Besse,Nuclear
1_Donald_C_Cook,Nuclear
1_Duane_Arnold_Energy_Center,Nuclear
1_Edwin_I_Hatch,Nuclear
1_Grand_Gulf,Nuclear
1_H_B_Robinson,Nuclear
1_Harris,Nuclear
1_Indian_Point_3,Nuclear
1_James_A_Fitzpatrick,Nuclear
1_Joseph_M_Farley,Nuclear
1_LaSalle_Generating_Station,Nuclear
1_McGuire,Nuclear
1_Monticello_Nuclear_Facility,Nuclear
1_Nine_Mile_Point_Nuclear_Station,Nuclear
1_North_Anna,Nuclear
1_Oconee,Nuclear
1_Perry,Nuclear
1_Point_Beach_Nuclear_Plant,Nuclear
1_Point_Lepreau,Nuclear
1_Prairie_Island,Nuclear
1_PSEG_Hope_Creek_Generating_Station,Nuclear
1_Quad_Cities_Generating_Station,Nuclear
1_River_Bend,Nuclear
1_Seabrook,Nuclear
1_Surry,Nuclear
1_TalenEnergy_Susquehanna,Nuclear
1_Three_Mile_Island,Nuclear
1_V_C_Summer,Nuclear
1_Vogtle,Nuclear
1_Waterford_3,Nuclear
1_Watts_Bar_Nuclear_Plant,Nuclear
1_Wolf_Creek_Generating_Station,Nuclear
2_1_Arkansas_Nuclear_One,Nuclear
2_1_Browns_Ferry,Nuclear
2_1_Bruce,Nuclear
2_1_Brunswick_Nuclear,Nuclear
2_1_Calvert_Cliffs_Nuclear_Power_Plant,Nuclear
2_1_Darlington__OPG_,Nuclear
2_1_Fermi,Nuclear
2_1_Limerick,Nuclear
2_1_Peach_Bottom,Nuclear
2_1_Pickering,Nuclear
2_1_PSEG_Salem_Generating_Station,Nuclear
2_1_Sequoyah,Nuclear
2_1_St_Lucie,Nuclear
2_1_Turkey_Point,Nuclear
2_Beaver_Valley,Nuclear
2_Braidwood_Generation_Station,Nuclear
2_Byron_Generating_Station,Nuclear
2_Catawba,Nuclear
2_Donald_C_Cook,Nuclear
2_Dresden_Generating_Station,Nuclear
2_Edwin_I_Hatch,Nuclear
2_Indian_Point_2,Nuclear
2_Joseph_M_Farley,Nuclear
2_LaSalle_Generating_Station,Nuclear
2_McGuire,Nuclear
2_Millstone,Nuclear
2_Nine_Mile_Point_Nuclear_Station,Nuclear
2_North_Anna,Nuclear
2_Oconee,Nuclear
2_Point_Beach_Nuclear_Plant,Nuclear
2_Prairie_Island,Nuclear
2_Quad_Cities_Generating_Station,Nuclear
2_Surry,Nuclear
2_TalenEnergy_Susquehanna,Nuclear
2_V_C_Summer,Nuclear
2_Vogtle,Nuclear
2_Watts_Bar_Nuclear_Plant,Nuclear
3_1_Browns_Ferry,Nuclear
3_1_Bruce,Nuclear
3_1_Darlington__OPG_,Nuclear
3_1_Pickering,Nuclear
3_1_Turkey_Point,Nuclear
3_Dresden_Generating_Station,Nuclear
3_Millstone,Nuclear
3_Oconee,Nuclear
3_V_C_Summer,Nuclear
3_Vogtle,Nuclear
4_1_Bruce,Nuclear
4_1_Darlington__OPG_,Nuclear
4_1_Pickering,Nuclear
4_Vogtle,Nuclear
5_1_Bruce,Nuclear
5_1_Pickering,Nuclear
6_1_Bruce,Nuclear
6_1_Pickering,Nuclear
7_1_Bruce,Nuclear
7_1_Pickering,Nuclear
8_1_Bruce,Nuclear
8_1_Pickering,Nuclear
2024_DPV_100001,PV_2024_EI
2024_DPV_100002,PV_2024_EI
2024_DPV_100086,PV_2024_EI
2024_DPV_100087,PV_2024_EI
2024_DPV_100088,PV_2024_EI
2024_DPV_100089,PV_2024_EI
2024_DPV_100090,PV_2024_EI
2024_DPV_100091,PV_2024_EI
2024_DPV_104079,PV_2024_EI
2024_DPV_104111,PV_2024_EI
2024_DPV_104113,PV_2024_EI
2024_DPV_104143,PV_2024_EI
2024_DPV_104151,PV_2024_EI
2024_DPV_104175,PV_2024_EI
2024_DPV_104195,PV_2024_EI
2024_DPV_106003,PV_2024_EI
2024_DPV_107010,PV_2024_EI
2024_DPV_107020,PV_2024_EI
2024_DPV_107030,PV_2024_EI
2024_DPV_107040,PV_2024_EI
2024_DPV_107050,PV_2024_EI
2024_DPV_107100,PV_2024_EI
2024_DPV_107250,PV_2024_EI
2024_DPV_107326,PV_2024_EI
2024_DPV_110756,PV_2024_EI
2024_DPV_110757,PV_2024_EI
2024_DPV_110758,PV_2024_EI
2024_DPV_110759,PV_2024_EI
2024_DPV_110766,PV_2024_EI
2024_DPV_110770,PV_2024_EI
2024_DPV_110773,PV_2024_EI
2024_DPV_110780,PV_2024_EI
2024_DPV_110781,PV_2024_EI
2024_DPV_110782,PV_2024_EI
2024_DPV_110783,PV_2024_EI
2024_DPV_110786,PV_2024_EI
2024_DPV_110788,PV_2024_EI
2024_DPV_110789,PV_2024_EI
2024_DPV_110790,PV_2024_EI
2024_DPV_110795,PV_2024_EI
2024_DPV_111133,PV_2024_EI
2024_DPV_111193,PV_2024_EI
2024_DPV_113001,PV_2024_EI
2024_DPV_113263,PV_2024_EI
2024_DPV_113264,PV_2024_EI
2024_DPV_113265,PV_2024_EI
2024_DPV_113266,PV_2024_EI
2024_DPV_113950,PV_2024_EI
2024_DPV_113951,PV_2024_EI
2024_DPV_113952,PV_2024_EI
2024_DPV_114063,PV_2024_EI
2024_DPV_114398,PV_2024_EI
2024_DPV_114476,PV_2024_EI
2024_DPV_114733,PV_2024_EI
2024_DPV_114734,PV_2024_EI
2024_DPV_114900,PV_2024_EI
2024_DPV_115446,PV_2024_EI
2024_DPV_115447,PV_2024_EI
2024_DPV_116023,PV_2024_EI
2024_DPV_116034,PV_2024_EI
2024_DPV_116045,PV_2024_EI
2024_DPV_116048,PV_2024_EI
2024_DPV_117001,PV_2024_EI
2024_DPV_117301,PV_2024_EI
2024_DPV_119025,PV_2024_EI
2024_DPV_119051,PV_2024_EI
2024_DPV_119064,PV_2024_EI
2024_DPV_119077,PV_2024_EI
2024_DPV_119103,PV_2024_EI
2024_DPV_119116,PV_2024_EI
2024_DPV_119129,PV_2024_EI
2024_DPV_119142,PV_2024_EI
2024_DPV_119155,PV_2024_EI
2024_DPV_119168,PV_2024_EI
2024_DPV_119181,PV_2024_EI
2024_DPV_119194,PV_2024_EI
2024_DPV_119207,PV_2024_EI
2024_DPV_119220,PV_2024_EI
2024_DPV_119233,PV_2024_EI
2024_DPV_119246,PV_2024_EI
2024_DPV_119259,PV_2024_EI
2024_DPV_119285,PV_2024_EI
2024_DPV_119311,PV_2024_EI
2024_DPV_119324,PV_2024_EI
2024_DPV_119337,PV_2024_EI
2024_DPV_119376,PV_2024_EI
2024_DPV_119389,PV_2024_EI
2024_DPV_119428,PV_2024_EI
2024_DPV_119454,PV_2024_EI
2024_DPV_123635,PV_2024_EI
2024_DPV_125000,PV_2024_EI
2024_DPV_125001,PV_2024_EI
2024_DPV_126277,PV_2024_EI
2024_DPV_126281,PV_2024_EI
2024_DPV_126282,PV_2024_EI
2024_DPV_126291,PV_2024_EI
2024_DPV_126292,PV_2024_EI
2024_DPV_126294,PV_2024_EI
2024_DPV_126300,PV_2024_EI
2024_DPV_126305,PV_2024_EI
2024_DPV_126336,PV_2024_EI
2024_DPV_126345,PV_2024_EI
2024_DPV_126355,PV_2024_EI
2024_DPV_126442,PV_2024_EI
2024_DPV_126455,PV_2024_EI
2024_DPV_126456,PV_2024_EI
2024_DPV_126460,PV_2024_EI
2024_DPV_126515,PV_2024_EI
2024_DPV_126672,PV_2024_EI
2024_DPV_126804,PV_2024_EI
2024_DPV_128252,PV_2024_EI
2024_DPV_128822,PV_2024_EI
2024_DPV_128830,PV_2024_EI
2024_DPV_128835,PV_2024_EI
2024_DPV_128842,PV_2024_EI
2024_DPV_128847,PV_2024_EI
2024_DPV_128880,PV_2024_EI
2024_DPV_128958,PV_2024_EI
2024_DPV_128986,PV_2024_EI
2024_DPV_129110,PV_2024_EI
2024_DPV_129233,PV_2024_EI
2024_DPV_129247,PV_2024_EI
2024_DPV_129265,PV_2024_EI
2024_DPV_129276,PV_2024_EI
2024_DPV_129288,PV_2024_EI
2024_DPV_129305,PV_2024_EI
2024_DPV_129315,PV_2024_EI
2024_DPV_129321,PV_2024_EI
2024_DPV_129324,PV_2024_EI
2024_DPV_129328,PV_2024_EI
2024_DPV_129333,PV_2024_EI
2024_DPV_129337,PV_2024_EI
2024_DPV_129351,PV_2024_EI
2024_DPV_129355,PV_2024_EI
2024_DPV_129393,PV_2024_EI
2024_DPV_129403,PV_2024_EI
2024_DPV_129413,PV_2024_EI
2024_DPV_129418,PV_2024_EI
2024_DPV_129421,PV_2024_EI
2024_DPV_129427,PV_2024_EI
2024_DPV_129433,PV_2024_EI
2024_DPV_129438,PV_2024_EI
2024_DPV_129448,PV_2024_EI
2024_DPV_129454,PV_2024_EI
2024_DPV_129460,PV_2024_EI
2024_DPV_129475,PV_2024_EI
2024_DPV_129483,PV_2024_EI
2024_DPV_129488,PV_2024_EI
2024_DPV_129493,PV_2024_EI
2024_DPV_130750,PV_2024_EI
2024_DPV_130753,PV_2024_EI
2024_DPV_130754,PV_2024_EI
2024_DPV_130755,PV_2024_EI
2024_DPV_130756,PV_2024_EI
2024_DPV_130761,PV_2024_EI
2024_DPV_130762,PV_2024_EI
2024_DPV_130763,PV_2024_EI
2024_DPV_130764,PV_2024_EI
2024_DPV_130766,PV_2024_EI
2024_DPV_130770,PV_2024_EI
2024_DPV_131122,PV_2024_EI
2024_DPV_131157,PV_2024_EI
2024_DPV_135250,PV_2024_EI
2024_DPV_135251,PV_2024_EI
2024_DPV_135410,PV_2024_EI
2024_DPV_135415,PV_2024_EI
2024_DPV_135416,PV_2024_EI
2024_DPV_135418,PV_2024_EI
2024_DPV_136150,PV_2024_EI
2024_DPV_136151,PV_2024_EI
2024_DPV_136152,PV_2024_EI
2024_DPV_136153,PV_2024_EI
2024_DPV_136155,PV_2024_EI
2024_DPV_136156,PV_2024_EI
2024_DPV_137200,PV_2024_EI
2024_DPV_137451,PV_2024_EI
2024_DPV_137452,PV_2024_EI
2024_DPV_137454,PV_2024_EI
2024_DPV_137455,PV_2024_EI
2024_DPV_137730,PV_2024_EI
2024_DPV_137927,PV_2024_EI
2024_DPV_137928,PV_2024_EI
2024_DPV_146754,PV_2024_EI
2024_DPV_146758,PV_2024_EI
2024_DPV_146762,PV_2024_EI
2024_DPV_146773,PV_2024_EI
2024_DPV_147827,PV_2024_EI
2024_DPV_147828,PV_2024_EI
2024_DPV_147831,PV_2024_EI
2024_DPV_147834,PV_2024_EI
2024_DPV_147835,PV_2024_EI
2024_DPV_147839,PV_2024_EI
2024_DPV_147843,PV_2024_EI
2024_DPV_147845,PV_2024_EI
2024_DPV_147859,PV_2024_EI
2024_DPV_147970,PV_2024_EI
2024_DPV_149000,PV_2024_EI
2024_DPV_149001,PV_2024_EI
2024_DPV_190230,PV_2024_EI
2024_DPV_190988,PV_2024_EI
2024_DPV_200002,PV_2024_EI
2024_DPV_200003,PV_2024_EI
2024_DPV_200004,PV_2024_EI
2024_DPV_200006,PV_2024_EI
2024_DPV_200009,PV_2024_EI
2024_DPV_200010,PV_2024_EI
2024_DPV_200012,PV_2024_EI
2024_DPV_200017,PV_2024_EI
2024_DPV_200018,PV_2024_EI
2024_DPV_200019,PV_2024_EI
2024_DPV_200020,PV_2024_EI
2024_DPV_200021,PV_2024_EI
2024_DPV_200023,PV_2024_EI
2024_DPV_200024,PV_2024_EI
2024_DPV_200025,PV_2024_EI
2024_DPV_200026,PV_2024_EI
2024_DPV_200028,PV_2024_EI
2024_DPV_200063,PV_2024_EI
2024_DPV_200500,PV_2024_EI
2024_DPV_200513,PV_2024_EI
2024_DPV_200517,PV_2024_EI
2024_DPV_200531,PV_2024_EI
2024_DPV_200581,PV_2024_EI
2024_DPV_200595,PV_2024_EI
2024_DPV_200599,PV_2024_EI
2024_DPV_200675,PV_2024_EI
2024_DPV_200704,PV_2024_EI
2024_DPV_200708,PV_2024_EI
2024_DPV_200710,PV_2024_EI
2024_DPV_200767,PV_2024_EI
2024_DPV_200796,PV_2024_EI
2024_DPV_200811,PV_2024_EI
2024_DPV_200826,PV_2024_EI
2024_DPV_200827,PV_2024_EI
2024_DPV_200855,PV_2024_EI
2024_DPV_200857,PV_2024_EI
2024_DPV_200908,PV_2024_EI
2024_DPV_204502,PV_2024_EI
2024_DPV_204506,PV_2024_EI
2024_DPV_204508,PV_2024_EI
2024_DPV_204509,PV_2024_EI
2024_DPV_204515,PV_2024_EI
2024_DPV_206228,PV_2024_EI
2024_DPV_206229,PV_2024_EI
2024_DPV_206233,PV_2024_EI
2024_DPV_206238,PV_2024_EI
2024_DPV_206240,PV_2024_EI
2024_DPV_206242,PV_2024_EI
2024_DPV_206243,PV_2024_EI
2024_DPV_206244,PV_2024_EI
2024_DPV_206250,PV_2024_EI
2024_DPV_206255,PV_2024_EI
2024_DPV_206257,PV_2024_EI
2024_DPV_206259,PV_2024_EI
2024_DPV_206260,PV_2024_EI
2024_DPV_206262,PV_2024_EI
2024_DPV_206263,PV_2024_EI
2024_DPV_206264,PV_2024_EI
2024_DPV_206287,PV_2024_EI
2024_DPV_206292,PV_2024_EI
2024_DPV_206294,PV_2024_EI
2024_DPV_206295,PV_2024_EI
2024_DPV_206297,PV_2024_EI
2024_DPV_206298,PV_2024_EI
2024_DPV_206300,PV_2024_EI
2024_DPV_206302,PV_2024_EI
2024_DPV_206304,PV_2024_EI
2024_DPV_206305,PV_2024_EI
2024_DPV_206307,PV_2024_EI
2024_DPV_206310,PV_2024_EI
2024_DPV_206311,PV_2024_EI
2024_DPV_206316,PV_2024_EI
2024_DPV_206317,PV_2024_EI
2024_DPV_206318,PV_2024_EI
