Generator,Category
1_Newington,Boiler (Diesel Oil)
1_North_Bend_Carbon,Boiler (Diesel Oil)
1_Northern_Border_Pipeline_Heat_Recovery,Boiler (Diesel Oil)
1_Onondaga_County_Resource_Recovery,Boiler (Diesel Oil)
1_OREG_3_Inc,Boiler (Diesel Oil)
1_Oswego_County_Energy_Recovery,Boiler (Diesel Oil)
1_Palm_Beach_Renewable_Energy_Facility_1,Boiler (Diesel Oil)
1_Pasco_Cnty_Solid_Waste_Resource_Recovery,Boiler (Diesel Oil)
1_Penobscot_Energy_Recovery,Boiler (Diesel Oil)
1_Pioneer_Valley_Resource_Recovery,Boiler (Diesel Oil)
1_Red_Wing,Boiler (Diesel Oil)
1_Regional_Waste_Systems,Boiler (Diesel Oil)
1_Roseton_Generating_Facility,Boiler (Diesel Oil)
1_SEMASS_Resource_Recovery,Boiler (Diesel Oil)
1_Swift_Creek_Chemical_Complex,Boiler (Diesel Oil)
1_The_Mosaic_Company__Plant_City_Facility,Boiler (Diesel Oil)
1_Wheelabrator_Baltimore_Refuse,Boiler (Diesel Oil)
1_Wheelabrator_Bridgeport,Boiler (Diesel Oil)
1_Wheelabrator_Concord_Facility,Boiler (Diesel Oil)
1_Wheelabrator_Falls,Boiler (Diesel Oil)
1_Wheelabrator_Gloucester_LP,Boiler (Diesel Oil)
1_Wheelabrator_Lisbon,Boiler (Diesel Oil)
1_Wheelabrator_Millbury_Facility,Boiler (Diesel Oil)
1_Wheelabrator_North_Andover,Boiler (Diesel Oil)
1_Wheelabrator_Saugus,Boiler (Diesel Oil)
1_Wheelabrator_South_Broward,Boiler (Diesel Oil)
1_Wheelabrator_Westchester,Boiler (Diesel Oil)
1_Wilmarth,Boiler (Diesel Oil)
1_York_County_Resource_Recovery,Boiler (Diesel Oil)
2_1_,Boiler (Diesel Oil)
2_1_Archbald_Power_Station,Boiler (Diesel Oil)
2_1_Covanta_Essex_Company,Boiler (Diesel Oil)
2_1_Covanta_Niagara_LP,Boiler (Diesel Oil)
2_1_Eddystone_Generating_Station,Boiler (Diesel Oil)
2_1_Hillsborough_County_Resource_Recovery,Boiler (Diesel Oil)
2_1_Lee_County_Solid_Waste_Energy,Boiler (Diesel Oil)
2_1_Mosaic_New_Wales_Operations,Boiler (Diesel Oil)
2_1_Pinellas_County_Resource_Recovery,Boiler (Diesel Oil)
2_A_Wheelabrator_Portsmouth,Boiler (Diesel Oil)
2_B_Wheelabrator_Portsmouth,Boiler (Diesel Oil)
2_C_Wheelabrator_Portsmouth,Boiler (Diesel Oil)
2_Canal,Boiler (Diesel Oil)
2_Covanta_Southeastern_Connecticut_Company,Boiler (Diesel Oil)
2_Elk_River,Boiler (Diesel Oil)
2_Fairless_Hills,Boiler (Diesel Oil)
2_Palm_Beach_Renewable_Energy_Facility_2,Boiler (Diesel Oil)
2_Roseton_Generating_Facility,Boiler (Diesel Oil)
2_SEMASS_Resource_Recovery,Boiler (Diesel Oil)
2_Wheelabrator_Concord_Facility,Boiler (Diesel Oil)
2_Wheelabrator_Gloucester_LP,Boiler (Diesel Oil)
2_Wilmarth,Boiler (Diesel Oil)
3_1_,Boiler (Diesel Oil)
3_1_Mosaic_New_Wales_Operations,Boiler (Diesel Oil)
3_Elk_River,Boiler (Diesel Oil)
3_Wheelabrator_Concord_Facility,Boiler (Diesel Oil)
3_Wheelabrator_Hudson_Falls,Boiler (Diesel Oil)
3_Yorktown,Boiler (Diesel Oil)
4_1_,Boiler (Diesel Oil)
4_Middletown,Boiler (Diesel Oil)
4_Olmsted_Waste_Energy,Boiler (Diesel Oil)
4_Wheelabrator_Concord_Facility,Boiler (Diesel Oil)
4_William_F_Wyman,Boiler (Diesel Oil)
5_1_,Boiler (Diesel Oil)
5_Montville_Station,Boiler (Diesel Oil)
5_Olmsted_Waste_Energy,Boiler (Diesel Oil)
5_Oswego_Harbor_Power,Boiler (Diesel Oil)
5_Possum_Point,Boiler (Diesel Oil)
6_1_,Boiler (Diesel Oil)
6_Oswego_Harbor_Power,Boiler (Diesel Oil)
8_Vienna_Operations,Boiler (Diesel Oil)
A_Bay_County_Waste_to_Energy,Boiler (Diesel Oil)
A_Covanta_Alexandria_Arlington_Energy,Boiler (Diesel Oil)
A_Covanta_Fairfax_Energy,Boiler (Diesel Oil)
B_Covanta_Fairfax_Energy,Boiler (Diesel Oil)
1_1_Astoria_Generating_Station,Boiler (Natural Gas)
1_1_Big_Cajun_1,Boiler (Natural Gas)
1_1_Brame_Energy_Center,Boiler (Natural Gas)
1_1_Cardinal_Power__Sithe_,Boiler (Natural Gas)
1_1_Chalk_Point_LLC,Boiler (Natural Gas)
1_1_Horseshoe_Lake,Boiler (Natural Gas)
1_1_Indian_River,Boiler (Natural Gas)
1_1_Jones,Boiler (Natural Gas)
1_1_Lewis_Creek,Boiler (Natural Gas)
1_1_Louis_Doc_Bonin,Boiler (Natural Gas)
1_1_Mooreland,Boiler (Natural Gas)
1_1_Northeastern,Boiler (Natural Gas)
1_1_Northport,Boiler (Natural Gas)
1_1_Ravenswood,Boiler (Natural Gas)
1_1_Riverside__OK_,Boiler (Natural Gas)
1_1_Sabine,Boiler (Natural Gas)
1_1_Seminole__OK_,Boiler (Natural Gas)
1_1_Teche,Boiler (Natural Gas)
1_1_Vero_Beach_Municipal_Power_Plant,Boiler (Natural Gas)
1_1_Waterford_1___2,Boiler (Natural Gas)
1_1_Wilkes,Boiler (Natural Gas)
1_1_Willow_Glen,Boiler (Natural Gas)
1_2_Astoria_Generating_Station,Boiler (Natural Gas)
1_2_Ravenswood,Boiler (Natural Gas)
1_3_,Boiler (Natural Gas)
1_3_C_W_Burdick,Boiler (Natural Gas)
1_3_Moselle,Boiler (Natural Gas)
1_4_,Boiler (Natural Gas)
1_A_Butler_Warner_Generation_Plant,Boiler (Natural Gas)
1_Baxter_Wilson,Boiler (Natural Gas)
1_Borger_Plant,Boiler (Natural Gas)
1_Brighton_Beach,Boiler (Natural Gas)
1_Bucksport_Generation_LLC,Boiler (Natural Gas)
1_Earl_F_Wisdom,Boiler (Natural Gas)
1_East_12th_Street,Boiler (Natural Gas)
1_Engineered_Carbons_Borger_Cogen,Boiler (Natural Gas)
1_Fort_Dodge,Boiler (Natural Gas)
1_Gerald_Andrus,Boiler (Natural Gas)
1_Greenwood__MI_,Boiler (Natural Gas)
1_Haverhill_North_Cogeneration_Facility,Boiler (Natural Gas)
1_Henderson,Boiler (Natural Gas)
1_Houma,Boiler (Natural Gas)
1_Kingsley_Falls,Boiler (Natural Gas)
1_Knox_Lee,Boiler (Natural Gas)
1_Lake_Catherine,Boiler (Natural Gas)
1_Malden_Mills,Boiler (Natural Gas)
1_Mannington_Mills,Boiler (Natural Gas)
1_McClellan__AR_,Boiler (Natural Gas)
1_Middletown_Coke_Company__LLC,Boiler (Natural Gas)
1_MU_Combined_Heat_and_Power_Plant,Boiler (Natural Gas)
1_Murray_Gill,Boiler (Natural Gas)
1_Philadelphia_Refinery,Boiler (Natural Gas)
1_Selkirk__MH_,Boiler (Natural Gas)
1_Tufts_Cove,Boiler (Natural Gas)
1_Uncasville_Mill,Boiler (Natural Gas)
1_Yale_Central_Power_Plant,Boiler (Natural Gas)
12_1_Martin,Boiler (Natural Gas)
13_1_Martin,Boiler (Natural Gas)
1X_Franklin_Heating_Station,Boiler (Natural Gas)
2_1_Astoria_Generating_Station,Boiler (Natural Gas)
2_1_Big_Cajun_1,Boiler (Natural Gas)
2_1_C_D_McIntosh_Jr,Boiler (Natural Gas)
2_1_Chalk_Point_LLC,Boiler (Natural Gas)
2_1_Indian_River,Boiler (Natural Gas)
2_1_Jones,Boiler (Natural Gas)
2_1_Lewis_Creek,Boiler (Natural Gas)
2_1_Louis_Doc_Bonin,Boiler (Natural Gas)
2_1_Manatee,Boiler (Natural Gas)
2_1_Mooreland,Boiler (Natural Gas)
2_1_Nine_Mile_Point,Boiler (Natural Gas)
2_1_Northport,Boiler (Natural Gas)
2_1_Paulsboro_Refinery,Boiler (Natural Gas)
2_1_R_S_Nelson,Boiler (Natural Gas)
2_1_Ravenswood,Boiler (Natural Gas)
2_1_Riverside__OK_,Boiler (Natural Gas)
2_1_Sabine,Boiler (Natural Gas)
2_1_Seminole__OK_,Boiler (Natural Gas)
2_1_Waterford_1___2,Boiler (Natural Gas)
2_1_Wilkes,Boiler (Natural Gas)
2_1_Willow_Glen,Boiler (Natural Gas)
2_2_Astoria_Generating_Station,Boiler (Natural Gas)
2_2_Ravenswood,Boiler (Natural Gas)
2_Bowline_Point,Boiler (Natural Gas)
2_Brighton_Beach,Boiler (Natural Gas)
2_Bucksport_Generation_LLC,Boiler (Natural Gas)
2_Garden_City,Boiler (Natural Gas)
2_International_Paper_Hudson_River_Mill,Boiler (Natural Gas)
2_Malden_Mills,Boiler (Natural Gas)
2_Mannington_Mills,Boiler (Natural Gas)
2_Ottawa__TRACOG_,Boiler (Natural Gas)
2_Ponca,Boiler (Natural Gas)
2_Selkirk__MH_,Boiler (Natural Gas)
2_Seminole__OK_,Boiler (Natural Gas)
2_Tufts_Cove,Boiler (Natural Gas)
2_Ty_Cooke,Boiler (Natural Gas)
2_Yale_Central_Power_Plant,Boiler (Natural Gas)
3_1_Astoria_Generating_Station,Boiler (Natural Gas)
3_1_C_D_McIntosh_Jr,Boiler (Natural Gas)
3_1_Gordon_Evans_Energy_Center,Boiler (Natural Gas)
3_1_Indian_River,Boiler (Natural Gas)
3_1_Nine_Mile_Point,Boiler (Natural Gas)
3_1_Ravenswood,Boiler (Natural Gas)
3_1_Seminole__OK_,Boiler (Natural Gas)
3_2_Astoria_Generating_Station,Boiler (Natural Gas)
3_2_Ravenswood,Boiler (Natural Gas)
3_Brighton_Beach,Boiler (Natural Gas)
3_Bucksport_Generation_LLC,Boiler (Natural Gas)
3_Dan_E_Karn,Boiler (Natural Gas)
3_Edge_Moor,Boiler (Natural Gas)
3_Essential_Power_Massachusetts_LLC,Boiler (Natural Gas)
3_Mannington_Mills,Boiler (Natural Gas)
3_McKee_Run,Boiler (Natural Gas)
3_TalenEnergy_Martins_Creek,Boiler (Natural Gas)
3_Trigen_St__Louis,Boiler (Natural Gas)
3_Tufts_Cove,Boiler (Natural Gas)
4_1_Astoria_Generating_Station,Boiler (Natural Gas)
4_1_Gordon_Evans_Energy_Center,Boiler (Natural Gas)
4_1_Seminole__OK_,Boiler (Natural Gas)
4_2_Astoria_Generating_Station,Boiler (Natural Gas)
4_Dan_E_Karn,Boiler (Natural Gas)
4_Delaware_City_Plant,Boiler (Natural Gas)
4_Edge_Moor,Boiler (Natural Gas)
4_TalenEnergy_Martins_Creek,Boiler (Natural Gas)
4_Tufts_Cove,Boiler (Natural Gas)
5_1_Gordon_Evans_Energy_Center,Boiler (Natural Gas)
5_Edge_Moor,Boiler (Natural Gas)
5_Tufts_Cove,Boiler (Natural Gas)
5_Wellington_1,Boiler (Natural Gas)
6_New_Ulm,Boiler (Natural Gas)
6_Tufts_Cove,Boiler (Natural Gas)
7_1_,Boiler (Natural Gas)
7_Coffeyville,Boiler (Natural Gas)
7_Mystic_Generating_Station,Boiler (Natural Gas)
7_Streeter_Station,Boiler (Natural Gas)
8_Columbia__MO_,Boiler (Natural Gas)
DV_Natchez,Boiler (Natural Gas)
S_Anson_Abenaki_Hydros,Boiler (Natural Gas)
S1_Nelson_Energy_Center,Boiler (Natural Gas)
S2_Medical_Area_Total_Energy_Plant,Boiler (Natural Gas)
S2_Nelson_Energy_Center,Boiler (Natural Gas)
S3_Medical_Area_Total_Energy_Plant,Boiler (Natural Gas)
ST_L_V_Sutton_Steam,Boiler (Natural Gas)
ST_Univ_Of_Connecticut___Storrs_Campus,Boiler (Natural Gas)
SV_Nine_Mile_Point,Boiler (Natural Gas)
1_1_Androscoggin_Mill,Boiler (Wood)
1_1_Cochrane__NOPO_,Boiler (Wood)
1_1_International_Paper_Eastover_Facility,Boiler (Wood)
1_1_Thunder_Bay_Mill,Boiler (Wood)
1_Abercrombie_Point,Boiler (Wood)
1_Alexandria_Energy_Center,Boiler (Wood)
1_Berlin_Biomass,Boiler (Wood)
1_Bridgewater_Power_LP,Boiler (Wood)
1_Brompton_Mill,Boiler (Wood)
1_Calstock_Power,Boiler (Wood)
1_Chapais_Energy_Centre,Boiler (Wood)
1_CPI_USA_NC_Roxboro,Boiler (Wood)
1_CPI_USA_NC_Southport,Boiler (Wood)
1_DG_Whitefield_LLC,Boiler (Wood)
1_Dolbeau,Boiler (Wood)
1_Expera_Specialty_Solutions___Mosinee_Mill,Boiler (Wood)
1_Florence_Mill,Boiler (Wood)
1_Gainesville_Renewable_Energy_Center,Boiler (Wood)
1_Georgia_Pacific_Port_Hudson,Boiler (Wood)
1_Grayling_Generating_Station,Boiler (Wood)
1_Greenway_Renewable_Power,Boiler (Wood)
1_Harden_Furniture,Boiler (Wood)
1_Hillman_Power_LLC,Boiler (Wood)
1_J_C_McNeil,Boiler (Wood)
1_John_H_Warden,Boiler (Wood)
1_Johnsonburg_Mill,Boiler (Wood)
1_Kaukauna_Paper_Mill,Boiler (Wood)
1_Koda_Biomass_Plant,Boiler (Wood)
1_Lavalley_Lumber_LLC,Boiler (Wood)
1_Multitrade_of_Pittsylvania_LP,Boiler (Wood)
1_NA_2_,Boiler (Wood)
1_NA_2_Cochrane__NOPO_,Boiler (Wood)
1_Northstar_Biomass,Boiler (Wood)
1_Okeelanta_Cogeneration,Boiler (Wood)
1_Palmer_Renewable_Energy,Boiler (Wood)
1_Piedmont_Green_Power,Boiler (Wood)
1_Pinetree_Power,Boiler (Wood)
1_Pinetree_Power_Fitchburg,Boiler (Wood)
1_Pinetree_Power_Tamworth,Boiler (Wood)
1_Plainfield_Renewable_Energy_LLC,Boiler (Wood)
1_Plant_Carl,Boiler (Wood)
1_Red_Shield_Envir_Old_Town_Facility,Boiler (Wood)
1_ReEnergy_Black_River,Boiler (Wood)
1_ReEnergy_Fort_Fairfield,Boiler (Wood)
1_ReEnergy_Livermore_Falls,Boiler (Wood)
1_ReEnergy_Stratton_LLC,Boiler (Wood)
1_Ryegate_Power_Station,Boiler (Wood)
1_Senneterre,Boiler (Wood)
1_Snider_Industries,Boiler (Wood)
1_Somerset_Plant,Boiler (Wood)
1_Springfield_Power_LLC,Boiler (Wood)
1_St__Felicien,Boiler (Wood)
1_St__George_Paper__NB_,Boiler (Wood)
1_Telogia_Power,Boiler (Wood)
1_United_Corrstack_Paper,Boiler (Wood)
1_Viking_Energy_of_Lincoln,Boiler (Wood)
1_Viking_Energy_of_McBain,Boiler (Wood)
1_Westrock_Hodge__LA_,Boiler (Wood)
1_Weyerhaeuser_Columbus_MS,Boiler (Wood)
1_Weyerhaeuser_New_Bern_NC,Boiler (Wood)
1_Wheelabrator_Ridge_Energy,Boiler (Wood)
1_Windsor__DOMTAR_,Boiler (Wood)
1_Wisconsin_Rapids_Pulp_Mill,Boiler (Wood)
1_Woodville_Renewable_Power_Project,Boiler (Wood)
1_WPS_Power_Niagara,Boiler (Wood)
1_Yellow_Pine_Energy_Company_LLC,Boiler (Wood)
10_1_,Boiler (Wood)
11_1_,Boiler (Wood)
12_1_,Boiler (Wood)
13_1_,Boiler (Wood)
14_1_,Boiler (Wood)
15_1_,Boiler (Wood)
16_1_,Boiler (Wood)
2_1_Androscoggin_Mill,Boiler (Wood)
2_1_Cochrane__NOPO_,Boiler (Wood)
2_1_International_Paper_Eastover_Facility,Boiler (Wood)
2_1_Thunder_Bay_Mill,Boiler (Wood)
2_2_,Boiler (Wood)
2_2_Cochrane__NOPO_,Boiler (Wood)
2_Brompton_Mill,Boiler (Wood)
2_Kaukauna_Paper_Mill,Boiler (Wood)
2_Multitrade_of_Pittsylvania_LP,Boiler (Wood)
2_P_H_Glatfelter,Boiler (Wood)
2_Somerset_Plant,Boiler (Wood)
2_St__George_Paper__NB_,Boiler (Wood)
2_Weyerhaeuser_Columbus_MS,Boiler (Wood)
2_Wisconsin_Rapids_Pulp_Mill,Boiler (Wood)
3_1_Androscoggin_Mill,Boiler (Wood)
3_1_Cochrane__NOPO_,Boiler (Wood)
3_1_Thunder_Bay_Mill,Boiler (Wood)
3_2_,Boiler (Wood)
3_Cochrane__NOPO_,Boiler (Wood)
3_East_Millinocket_Mill,Boiler (Wood)
3_International_Paper_Red_River_Mill,Boiler (Wood)
3_Kaukauna_Paper_Mill,Boiler (Wood)
3_Weyerhaeuser_Columbus_MS,Boiler (Wood)
4_1_Thunder_Bay_Mill,Boiler (Wood)
4_2_,Boiler (Wood)
4_ReEnergy_Lyonsdale_Biomass,Boiler (Wood)
4_Rumford_Cogeneration,Boiler (Wood)
5_Finch_Paper,Boiler (Wood)
6_Indeck_Jonesboro_Energy_Center,Boiler (Wood)
6_Manitowoc,Boiler (Wood)
8_1_,Boiler (Wood)
9_1_,Boiler (Wood)
A_Androscoggin_Mill,Boiler (Wood)
A_Covington_Facility,Boiler (Wood)
A_Halifax_County_Biomass,Boiler (Wood)
A_Hopewell_Mill,Boiler (Wood)
A_International_Paper_Franklin_Mill,Boiler (Wood)
A_International_Paper_Pensacola,Boiler (Wood)
A_WestRock_Panama_City_Mill,Boiler (Wood)
A_WestRock_West_Point_Mill,Boiler (Wood)
B_Androscoggin_Mill,Boiler (Wood)
C_Androscoggin_Mill,Boiler (Wood)
CT_Taylor_Gasification_WTE,Boiler (Wood)
D_Androscoggin_Mill,Boiler (Wood)
E_Androscoggin_Mill,Boiler (Wood)
F_Androscoggin_Mill,Boiler (Wood)
N_BROOKLYN_ENERGY_CENTRE,Boiler (Wood)
NA_1_2_Cochrane__NOPO_,Boiler (Wood)
ST_Taylor_Gasification_WTE,Boiler (Wood)
1_1_Polk,Combined cycle (Coal)
1_CSL_Gas_Recovery,Combined cycle (Diesel Oil)
1_GRS_Arbor_Hills,Combined cycle (Diesel Oil)
1_Middlesex_Generating_Facility,Combined cycle (Diesel Oil)
S9_C9_Cleary_Flood,Combined cycle (Diesel Oil)
1_1_2_Cogentrix_Lawrence,Combined cycle (Natural Gas)
1_1_Acadia_Energy_Center,Combined cycle (Natural Gas)
1_1_Algoma_Steel___St__Mary_s_Cogen_Plant,Combined cycle (Natural Gas)
1_1_Arvah_B_Hopkins,Combined cycle (Natural Gas)
1_1_Astoria_Energy,Combined cycle (Natural Gas)
1_1_Athens_Generating_Plant,Combined cycle (Natural Gas)
1_1_Bethlehem_Power_Plant,Combined cycle (Natural Gas)
1_1_Bethpage_Power_Plant,Combined cycle (Natural Gas)
1_1_Brooklyn_Navy_Yard_Cogeneration,Combined cycle (Natural Gas)
1_1_Cane_Island,Combined cycle (Natural Gas)
1_1_Cottonwood_Energy_Project,Combined cycle (Natural Gas)
1_1_Deer_Creek_Station,Combined cycle (Natural Gas)
1_1_Dow_St_Charles_Operations,Combined cycle (Natural Gas)
1_1_Fairless_Energy_Center,Combined cycle (Natural Gas)
1_1_Fort_Myers,Combined cycle (Natural Gas)
1_1_Goreway,Combined cycle (Natural Gas)
1_1_H_L_Culbreath_Bayside_Power_Station,Combined cycle (Natural Gas)
1_1_Hines_Energy_Complex,Combined cycle (Natural Gas)
1_1_Kiamichi_Energy_Facility,Combined cycle (Natural Gas)
1_1_Kingston_Cogen,Combined cycle (Natural Gas)
1_1_Lagoon_Creek,Combined cycle (Natural Gas)
1_1_Lauderdale,Combined cycle (Natural Gas)
1_1_Magnolia_Power_Plant,Combined cycle (Natural Gas)
1_1_Manatee,Combined cycle (Natural Gas)
1_1_Martin,Combined cycle (Natural Gas)
1_1_Milton_Clean_Energy_Centre,Combined cycle (Natural Gas)
1_1_NA,Combined cycle (Natural Gas)
1_1_Napanee_Generating_Station,Combined cycle (Natural Gas)
1_1_Nine_Mile_Point,Combined cycle (Natural Gas)
1_1_Oneta_Energy_Center,Combined cycle (Natural Gas)
1_1_Ouachita,Combined cycle (Natural Gas)
1_1_P_L_Bartow,Combined cycle (Natural Gas)
1_1_Port_Everglades,Combined cycle (Natural Gas)
1_1_Port_Washington_Generating_Station,Combined cycle (Natural Gas)
1_1_PSEG_Linden_Generating_Station,Combined cycle (Natural Gas)
1_1_Redbud_Power_Plant,Combined cycle (Natural Gas)
1_1_Sanford,Combined cycle (Natural Gas)
1_1_Selkirk_Cogen,Combined cycle (Natural Gas)
1_1_St__Clair_Power,Combined cycle (Natural Gas)
1_1_St_Francis_Energy_Facility,Combined cycle (Natural Gas)
1_1_State_Line_Combined_Cycle,Combined cycle (Natural Gas)
1_1_Thorold,Combined cycle (Natural Gas)
1_1_Turkey_Point,Combined cycle (Natural Gas)
1_1_Union_Power_Partners_LP,Combined cycle (Natural Gas)
1_1_West_County_Energy_Center,Combined cycle (Natural Gas)
1_1_West_Windsor_Cogeneration_Facility,Combined cycle (Natural Gas)
1_10_NA,Combined cycle (Natural Gas)
1_11_NA,Combined cycle (Natural Gas)
1_12_NA,Combined cycle (Natural Gas)
1_1A_1B_1C_Tenaska_Central_Alabama_Stn,Combined cycle (Natural Gas)
1_1A_1B_Chattahoochee_Energy_Facility,Combined cycle (Natural Gas)
1_1A_1B_Effingham_County_Power_Project,Combined cycle (Natural Gas)
1_1A_1B_Hillabee_Energy_Center,Combined cycle (Natural Gas)
1_1A_1B_Mid_Georgia_Cogeneration_Facility,Combined cycle (Natural Gas)
1_1A_1B_Wansley_Unit_9,Combined cycle (Natural Gas)
1_1A_General_Electric_Plastic,Combined cycle (Natural Gas)
1_1A_Hog_Bayou_Energy_Center,Combined cycle (Natural Gas)
1_1A_McIntosh_Combined_Cycle_Facility,Combined cycle (Natural Gas)
1_1A_NA,Combined cycle (Natural Gas)
1_1A_Santa_Rosa_Energy_Center,Combined cycle (Natural Gas)
1_1A_Theodore_Cogen_Facility,Combined cycle (Natural Gas)
1_1A_Washington_County_Cogeneration_Facility,Combined cycle (Natural Gas)
1_1B_McIntosh_Combined_Cycle_Facility,Combined cycle (Natural Gas)
1_1B_NA,Combined cycle (Natural Gas)
1_1C_NA,Combined cycle (Natural Gas)
1_2_3_4_5_6_7_9_8_Jackson_Generating_Station,Combined cycle (Natural Gas)
1_2_3_4_Hunterstown_Power_Plant,Combined cycle (Natural Gas)
1_2_3_4_Jasper,Combined cycle (Natural Gas)
1_2_3_4_John_Sevier,Combined cycle (Natural Gas)
1_2_3_4_Kendall_Square_Station,Combined cycle (Natural Gas)
1_2_3_4_Lockport_Energy_Associates_LP,Combined cycle (Natural Gas)
1_2_3_4_McWilliams,Combined cycle (Natural Gas)
1_2_3_4_Parlin_Power_Plant,Combined cycle (Natural Gas)
1_2_3_4_Red_Oak_Power_LLC,Combined cycle (Natural Gas)
1_2_3_4_Sarnia_Joint_Venture,Combined cycle (Natural Gas)
1_2_3_Algonquin_Windsor_Locks,Combined cycle (Natural Gas)
1_2_3_Beatrice,Combined cycle (Natural Gas)
1_2_3_Bellmeade_Power_Station,Combined cycle (Natural Gas)
1_2_3_Carr_Street_Generating_Station,Combined cycle (Natural Gas)
1_2_3_Columbia_Energy_Center__SC_,Combined cycle (Natural Gas)
1_2_3_Cordova_Energy,Combined cycle (Natural Gas)
1_2_3_Cory_Cogeneration_Station,Combined cycle (Natural Gas)
1_2_3_Eagle_Valley__IN_,Combined cycle (Natural Gas)
1_2_3_Fayette_Energy_Facility,Combined cycle (Natural Gas)
1_2_3_Fremont_Energy_Center,Combined cycle (Natural Gas)
1_2_3_Greater_Des_Moines,Combined cycle (Natural Gas)
1_2_3_Holland_Energy_Facility,Combined cycle (Natural Gas)
1_2_3_Meridian_Cogeneration_Project,Combined cycle (Natural Gas)
1_2_3_NAEA_Lakewood_LLC,Combined cycle (Natural Gas)
1_2_3_Ontelaunee_Energy_Center,Combined cycle (Natural Gas)
1_2_3_Quantum_Lake_Power_LP,Combined cycle (Natural Gas)
1_2_3_Quantum_Pasco_Power_LP,Combined cycle (Natural Gas)
1_2_3_Queen_Elizabeth,Combined cycle (Natural Gas)
1_2_3_Saranac_Facility,Combined cycle (Natural Gas)
1_2_3_Sayreville_Cogeneration_Facility,Combined cycle (Natural Gas)
1_2_3_TalenEnergy_Ironwood_LLC,Combined cycle (Natural Gas)
1_2_3_Terry_Bundy_Generating_Station,Combined cycle (Natural Gas)
1_2_3_Vann_Power_Plant,Combined cycle (Natural Gas)
1_2_Allegany_Cogen,Combined cycle (Natural Gas)
1_2_Batavia_Power_Plant,Combined cycle (Natural Gas)
1_2_Caledonia,Combined cycle (Natural Gas)
1_2_Carthage_Energy_LLC,Combined cycle (Natural Gas)
1_2_Castleton_Energy_Center,Combined cycle (Natural Gas)
1_2_Faribault_Energy_Park,Combined cycle (Natural Gas)
1_2_Grays_Ferry_Cogeneration,Combined cycle (Natural Gas)
1_2_Harry_L__Oswald,Combined cycle (Natural Gas)
1_2_Indeck_Corinth_Energy_Center,Combined cycle (Natural Gas)
1_2_Indeck_Olean_Energy_Center,Combined cycle (Natural Gas)
1_2_Indeck_Oswego_Energy_Center,Combined cycle (Natural Gas)
1_2_Indeck_Silver_Springs_Energy_Center,Combined cycle (Natural Gas)
1_2_Indeck_Yerkes_Energy_Center,Combined cycle (Natural Gas)
1_2_Kapuskasing__TCPL_,Combined cycle (Natural Gas)
1_2_LSP_Whitewater_LP,Combined cycle (Natural Gas)
1_2_Michigan_Power_LP,Combined cycle (Natural Gas)
1_2_Mississauga__TRACOG_,Combined cycle (Natural Gas)
1_2_NA,Combined cycle (Natural Gas)
1_2_Nassau_Energy_Corp,Combined cycle (Natural Gas)
1_2_North_Battleford_Energy_Centre,Combined cycle (Natural Gas)
1_2_North_Bay__TCPL_,Combined cycle (Natural Gas)
1_2_NRG_Energy_Center_Dover,Combined cycle (Natural Gas)
1_2_Pinelawn_Power_LLC,Combined cycle (Natural Gas)
1_2_Redbud_Power_Plant,Combined cycle (Natural Gas)
1_2_Sanford,Combined cycle (Natural Gas)
1_2_Tom_G_Smith,Combined cycle (Natural Gas)
1_2_TVA_Southaven_Combined_Cycle,Combined cycle (Natural Gas)
1_3_Iroquois_Falls_Cogeneration_Facility,Combined cycle (Natural Gas)
1_3_NA,Combined cycle (Natural Gas)
1_3_Sanford,Combined cycle (Natural Gas)
1_30_Citrus_County_Combined_Cycle,Combined cycle (Natural Gas)
1_30_NA,Combined cycle (Natural Gas)
1_4_NA,Combined cycle (Natural Gas)
1_4_Sanford,Combined cycle (Natural Gas)
1_5_NA,Combined cycle (Natural Gas)
1_500MW_CC,Combined cycle (Natural Gas)
1_6_NA,Combined cycle (Natural Gas)
1_7_NA,Combined cycle (Natural Gas)
1_8_NA,Combined cycle (Natural Gas)
1_Ada_Cogeneration_LP,Combined cycle (Natural Gas)
1_ANP_Bellingham_Energy_Project,Combined cycle (Natural Gas)
1_ANP_Blackstone_Energy_Project,Combined cycle (Natural Gas)
1_Attala,Combined cycle (Natural Gas)
1_Bayside_Power_Generation_Project,Combined cycle (Natural Gas)
1_Becancour__TRNCANEN_,Combined cycle (Natural Gas)
1_Bergen_Generating_Station,Combined cycle (Natural Gas)
1_Berkshire_Power,Combined cycle (Natural Gas)
1_Berrians_II,Combined cycle (Natural Gas)
1_Bethlehem_Energy_Center,Combined cycle (Natural Gas)
1_Binghamton_Cogen,Combined cycle (Natural Gas)
1_Brandywine_Power_Facility,Combined cycle (Natural Gas)
1_Caithness_Long_Island_Energy_Center,Combined cycle (Natural Gas)
1_Camden_Plant_Holding_LLC,Combined cycle (Natural Gas)
1_Cape_Canaveral,Combined cycle (Natural Gas)
1_Carville_Energy_LLC,Combined cycle (Natural Gas)
1_Central_Energy_Plant,Combined cycle (Natural Gas)
1_CH_Resources_Beaver_Falls,Combined cycle (Natural Gas)
1_CH_Resources_Syracuse,Combined cycle (Natural Gas)
1_Cherokee_County_Cogen,Combined cycle (Natural Gas)
1_Choctaw_County,Combined cycle (Natural Gas)
