Generator,Node,Property,value,V1,V2,Band,V3,V4,Timeslice,Action,V5,Scenario,V6,Category
2024_DPV_227901,227901_DOROTHY_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_227902,227902_LEWIS #1_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_227903,227903_MILL #1_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_227905,227905_SCULL#1_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_227955,227955_CEDAR_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228106,228106_CORSON 1_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228111,228111_MDLE TP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228207,228207_CUMB_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228209,228209_SHRMAN#1_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228210,228210_UNION_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228213,228213_DENNIS_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228312,228312_PEDRKTWN_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228313,228313_BRIDGPRT_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228402,228402_MONROE_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228482,228482_FRANKLIN_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228502,228502_MNOTLA 1_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228600,228600_SICKLER_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228601,228601_SLVR LK_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_228715,228715_MANAWAY_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_230900,230900_WY138CAP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_230917,230917_INDR_CAP_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_230918,230918_CHUR_CAP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_230919,230919_STL_CAP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_230924,230924_VNNA_CAP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_230925,230925_NSEA_CAP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_231006,231006_COLOR_PE_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_231007,231007_CECIL_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_231110,231110_MERMAID_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_231119,231118_NEWCASTL_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_231124,231124_GLASGOW_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232007,232007_PINEY GR_230,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232102,232102_HILLSBRO_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232106,232106_MIDLTNTP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232115,232115_EASTON_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232125,232125_BISHOP_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232127,232127_LORETTO_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232129,232129_KINGS CK_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232130,232130_POCOMOKE_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232134,232134_WORCESTR_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232136,232136_CONAWAY_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232801,232801_OIL_CITY_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232802,232802_JONES_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_232807,232807_COSTEN_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_234250,234250_MOUN-TAP_230,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_234603,234603_HCOR138_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_234605,234605_ALLENDAL_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_234613,234613_MCARTHR BLVD_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
2024_DPV_235143,235143_01BETHLB_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235163,235163_01CLARN_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235166,235166_01CROSSG_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235182,235182_01FRANKL_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235195,235195_01HUNTDN_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235217,235217_01MCCONL_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235219,235219_01MILESB_230,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235246,235246_01SHANOR_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235262,235262_01VANDRG_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235285,235285_01TEX E6_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235455,235455_01DAMASC_230,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235468,235468_01FROSTB_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235475,235475_01HALFWY_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235487,235487_01MONOCY_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235489,235489_01MONTGY_230,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235497,235497_01OAKPRK_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_235600,235600_01LEHIGH_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
2024_DPV_238529,238529_02AIRPK+_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238558,238558_02B+W AK_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238634,238634_02COMERC_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238669,238669_02DUFERC_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238727,238727_02WLBCT+_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238781,238781_02HANNA_345,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238806,238806_02HMLQ11_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238874,238874_02LAKVEW_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238906,238906_02LNGVEW_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238927,238927_02LTV SL_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238954,238954_02MCDOWL_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238991,238991_02NCASTL_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_238996,238996_02NEQ-15_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_239163,239163_02WATERV_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_239168,239168_02WELNGT_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_242646,242646_05FT.ROB_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_242921,242921_05CORNU_765,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_242948,242948_05WBELLA_345,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_242982,242982_05CENPOR_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_242984,242984_05CHATFL_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243000,243000_05EWOOST_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243001,243001_05EZANEV_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243039,243039_05MELMOR_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243048,243048_05N WALD_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243060,243060_05NINTIE_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243063,243063_05NNEWAR_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243067,243067_05NWOODC_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243077,243077_05PROMWY_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243109,243109_05STEUBN_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243155,243155_05WNEWT8_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243525,243525_05HUNTLE_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_243552,243552_05PICKR8_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_250001,250001_08COLINV_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_250060,250060_08MDWAY1_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_250098,250098_08SHAKER_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_250100,250100_08SMRSD1_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_253005,253005_09BATH_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_253034,253034_09HEMPST_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_253046,253046_09MIAMI_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_253914,253914_15RACCOO_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_254045,254045_15MTNEBO_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_254046,254046_15NORTH_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
2024_DPV_264515,264515_19AKRON_120,Generation Participation Factor,1,,-,1,,,,=,,,,DECO
2024_DPV_264701,264701_19YOST_120,Generation Participation Factor,1,,-,1,,,,=,,,,DECO
2024_DPV_270764,270764_GOLF MILL; B_345,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_270996,270996_ANTIOCH  ; B_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_271558,271558_GLIDDEN  ; B_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_271994,271994_MCHENRY  ; B_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_272098,272098_NEW LENOX; B_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_272376,272376_ROSCOE BE; B_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_272602,272602_TONNE    ;4B_138,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-W
2024_DPV_300034,300034_5EDMONS_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300035,300035_8NEWMAD_500,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300036,300036_5MPLTAP_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300037,300037_5BRUSELS_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300042,300042_7HUBEN_345,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300043,300043_7KINGDM_345,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300047,300047_7SALEM_345,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300057,300057_5BARNET_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300067,300067_5CHAMOI_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300068,300068_5CHILLI_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300071,300071_5CLINTN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300072,300072_5COFFMN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300073,300073_5GENTRY_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300074,300074_5CUBA3_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300079,300079_5FREDTN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300080,300080_5FTWOOD_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300081,300081_5GAINES_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300084,300084_5GRNFRT_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300087,300087_5HICKCK_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300091,300091_5LATHRP_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300094,300094_5LOCUST_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300095,300095_5MANSFD_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300102,300102_5MRSHFL_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300104,300104_5NODWAY_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300105,300105_5NORTON_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300106,300106_5NOVELY_SW_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300107,300107_5OSBORN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300108,300108_5OSCEOL_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300118,300118_5STKAEC_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300122,300122_5WILSPG_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300123,300123_5WPLAIN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300124,300124_5HOLDEN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300126,300126_5MOBTAP_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300129,300129_5WASHBRN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300207,300207_5MEADVL_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300339,300339_5EMERSN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300363,300363_5NEWARK_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300480,300480_5OFALLON_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300501,300501_5MCBAIN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300508,300508_5STURGN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300563,300563_5SUNRIS_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300602,300602_5LAKEST_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300678,300678_5NIXA-1_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300793,300793_5HYDERHL_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_300858,300858_5SMRSVLEST_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_301015,301015_5ED SPG_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_301059,301059_5HAUGH_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_301144,301144_4PRIDGE_138,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_301161,301161_5LOGAN_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_301211,301211_5HNDRKS_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_301342,301342_5BUTLER_161,Generation Participation Factor,1,,-,1,,,,=,,,,AECIZ
2024_DPV_303014,303014_4BAYOU_COVE%_138,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_303102,303102_6CHALKLEY!_230,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_303120,303130_4N_CROWLEY_138,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_303130,303130_4N_CROWLEY_138,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_303132,303132_4JUDICE!_138,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_303137,303137_4CANEY_138,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_303203,303203_6LANDRY_230,Generation Participation Factor,1,,-,1,,,,=,,,,LA-N
2024_DPV_304009,304009_6HARRIS230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304020,304020_6BRUN2 230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304024,304024_6ROXSEP230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304045,304045_6WAKE TECH_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304050,304051_6CAPEFER230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304054,304054_8DURHAM500 T_500,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304058,304058_6HOLLY SPRG_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304066,304066_6FALLS 230_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304070,304070_6PERSON230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304073,304073_6RAL BL RIDG_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304075,304075_6BAHAMA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304077,304077_6RAL SIXFORK_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304078,304078_6LEE WOOD VA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304079,304079_6OXFRD SO TA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304081,304081_6CASTALIA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304082,304082_6IND002_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304083,304083_6RAL HONEYCU_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304087,304087_6HENDER EAST_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304088,304088_6HENDER 230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304091,304091_6RAL BRIER C_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304104,304104_6RTP 230/23_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304118,304118_6RAL DU AIRP_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304119,304119_6RAL PRISON_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304120,304120_6CARY TAP_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304122,304122_6CARY REG TT_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304128,304128_6CARY EVAN R_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304130,304130_6RAL EAST ST_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304131,304131_6RAL WORTHDA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304133,304133_6FUQUAY BELL_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304136,304136_6CARY PINEY_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304140,304140_6GARNER PANT_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304151,304151_6GARNER W OA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304154,304154_6ROLESVILLE_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304156,304156_6IND011_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304157,304157_6RAL HOMESTE_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304160,304160_6PINE LAKE_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304161,304161_6RAL FOXCROF_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304162,304162_6MILBUR230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304178,304178_6AUBURN_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304179,304179_6WILSON MILL_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304180,304180_6GREEN LEVEL_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304186,304186_6EDMONDSON_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304188,304188_6PA-SELMA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304191,304191_6WENDELL_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304193,304193_6FOUR OAKS_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304196,304196_6ERWIN230  T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304198,304198_6BAILEY_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304199,304199_6ARCH LODGE_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304200,304200_6ZEBULON230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304207,304207_6NEWTON GROV_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304213,304213_6FUQUAY_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304214,304214_6ANGIER_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304215,304215_6BUIES CREEK_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304216,304216_6GARNER I40_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304222,304222_6ROCKYMT230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304228,304228_6WILSON230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304229,304229_6PA-FARMVILL_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304246,304246_6PA-W12 WEC_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304248,304248_6IND021_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304267,304267_6GRANTHAM_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304279,304279_6MT OLV230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304299,304299_6SILERCITY64_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304309,304309_6BISCOE230 T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304332,304332_6ASHEBOR230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304333,304333_6PITTSBORO_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304334,304334_6BYNUM_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304340,304340_6SILERCT230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304354,304354_6IND037_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304355,304355_6HAMLET_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304356,304356_6HOPEMILLROC_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304357,304357_6SANFORD US#_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304361,304361_6WESTEND230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304373,304373_6SAN GARD TA_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304376,304376_6SANF DP RVR_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304379,304379_6FT BRAG MAI_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304380,304380_6FT BRAG KNO_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304384,304384_6FT BRAG LON_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304386,304386_6CLIFFDALE_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304387,304387_6FAY 230 TT_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304390,304390_6CUMBLND230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304395,304395_6SPRING LAKE_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304415,304415_6RAEFORD230T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304423,304423_6LAUREL HILL_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304450,304450_6PA-LUMB#3_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304451,304451_6GREENVILE T_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
2024_DPV_304453,304453_6GREENVILE 5_230,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
