Simulation, Step, Columns, Integers, Rows, Non-Zeros, UC-Time, ST-Time
log_files/Model ( b_2024_EI_SE_19 ) Log (3).txt,4, 2753948, 23808, 479725, 9991624,  00:01:36.2,  00:32:06.6. 
log_files/Model ( b_2024_EI_SE_19 ) Log (3).txt,5, 2753948, 23808, 479725, 9991624,  00:01:25.6,  00:22:38.1. 
log_files/Model ( b_2024_EI_SE_19 ) Log (3).txt,6, 2753948, 23808, 479725, 9991624,  00:01:23.7,  00:32:49.5. 
log_files/Model ( b_2024_EI_SE_19 ) Log (3).txt,7, 2753948, 23808, 479725, 9991624,  00:01:16.0,  00:43:15.2. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,1, 2738212, 22320, 456872, 18750130,  00:01:34.4,  00:32:31.4. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,2, 2738212, 22320, 456872, 18750141,  00:02:01.3,  00:24:02.2. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,3, 2738212, 22320, 456872, 18750141,  00:01:19.4,  00:32:04.7. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,4, 2738212, 22320, 456872, 18750141,  00:01:18.1,  00:37:52.3. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,5, 2738212, 22320, 456872, 18750141,  00:01:41.0,  00:26:11.2. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,6, 2738212, 22320, 456872, 18750141,  00:01:21.0,  00:35:13.3. 
log_files/Model ( b_2024_EI_MISO_19 ) Log (4).txt,7, 2738212, 22320, 456872, 18750141,  00:01:18.7,  00:44:32.7. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,1, 2575644, 6000, 183623, 737626,  00:00:05.3,  00:26:52.4. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,2, 2575644, 6000, 183623, 737626,  00:00:09.5,  00:22:25.8. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,3, 2575644, 6000, 183623, 737626,  00:00:05.8,  00:18:48.0. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,4, 2575644, 6000, 183623, 737626,  00:00:06.7,  00:19:05.9. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,5, 2575644, 6000, 183623, 737626,  00:00:06.0,  00:19:19.0. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,6, 2575644, 6000, 183623, 737626,  00:00:05.7,  00:19:43.1. 
log_files/Model ( b_2024_EI_NYISO_31 ) Log (3).txt,7, 2575644, 6000, 183623, 737626,  00:00:05.7,  00:23:22.6. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,1, 2738212, 22320, 456872, 18750130,  00:00:49.7,  00:29:19.9. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,2, 2738212, 22320, 456872, 18750141,  00:01:26.9,  00:25:12.1. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,3, 2738212, 22320, 456872, 18750141,  00:01:23.1,  00:24:02.1. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,4, 2738212, 22320, 456872, 18750141,  00:01:10.8,  00:28:46.0. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,5, 2738212, 22320, 456872, 18750141,  00:01:44.8,  00:38:37.8. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,6, 2738212, 22320, 456872, 18750141,  00:01:57.7,  00:38:35.6. 
log_files/Model ( b_2024_EI_MISO_25 ) Log (4).txt,7, 2738212, 22320, 456872, 18750141,  00:01:00.0,  00:26:56.0. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,1, 2738212, 22320, 456872, 18750130,  00:01:12.2,  00:27:25.7. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,2, 2738212, 22320, 456872, 18750141,  00:01:21.6,  00:24:06.8. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,3, 2738212, 22320, 456872, 18750141,  00:01:35.0,  00:28:53.5. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,4, 2738212, 22320, 456872, 18750141,  00:01:02.6,  00:21:52.6. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,5, 2738212, 22320, 456872, 18750141,  00:01:23.0,  00:29:39.2. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,6, 2738212, 22320, 456872, 18750141,  00:01:53.8,  00:31:55.0. 
log_files/Model ( b_2024_EI_MISO_13 ) Log (4).txt,7, 2738212, 22320, 456872, 18750141,  00:02:33.0,  00:22:19.1. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,1, 2575644, 6000, 183623, 737626,  00:00:05.5,  00:30:27.6. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,2, 2575644, 6000, 183623, 737626,  00:00:09.1,  00:22:40.4. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,3, 2575644, 6000, 183623, 737626,  00:00:06.9,  00:23:47.3. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,4, 2575644, 6000, 183623, 737626,  00:00:05.8,  00:24:24.2. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,5, 2575644, 6000, 183623, 737626,  00:00:06.0,  00:24:46.5. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,6, 2575644, 6000, 183623, 737626,  00:00:06.3,  00:27:44.9. 
log_files/Model ( b_2024_EI_NYISO_25 ) Log (3).txt,7, 2575644, 6000, 183623, 737626,  00:00:06.5,  00:29:11.4. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,1, 2705788, 21024, 419674, 7298021,  00:00:21.1,  00:31:50.6. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,2, 2705788, 21024, 419674, 7298028,  00:00:30.9,  00:28:51.3. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,3, 2705788, 21024, 419674, 7298028,  00:00:26.6,  00:27:56.7. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,4, 2705788, 21024, 419674, 7298028,  00:00:38.5,  00:20:22.8. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,5, 2705788, 21024, 419674, 7298028,  00:00:42.1,  00:24:27.6. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,6, 2705788, 21024, 419674, 7298028,  00:00:40.7,  00:30:57.7. 
log_files/Model ( b_2024_EI_PJM_07 ) Log (2).txt,7, 2705788, 21024, 419674, 7298028,  00:00:40.9,  00:36:12.7. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,1, 2638420, 13632, 292520, 14257641,  00:00:18.5,  00:29:11.9. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,2, 2638420, 13632, 292520, 14257651,  00:00:23.0,  00:22:25.1. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,3, 2638420, 13632, 292520, 14257651,  00:00:24.5,  00:25:58.2. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,4, 2638420, 13632, 292520, 14257651,  00:00:29.4,  00:25:44.7. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,5, 2638420, 13632, 292520, 14257651,  00:00:28.5,  00:19:18.8. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,6, 2638420, 13632, 292520, 14257651,  00:00:29.6,  00:20:59.3. 
log_files/Model ( b_2024_EI_SPP_31 ) Log (3).txt,7, 2638420, 13632, 292520, 14257651,  00:00:35.3,  00:26:21.4. 
